FC_ID,ID,Target_Month,Create_Month,Model,StatFC,Actual,JudgmFC,Stat_IND,Man_IND,StatMan_IND,Product_Group,Price_Index,Launch_Date,Launch_Month,Launch_Year,Create_CalMonth,Create_Year,Target_CalMonth,Target_Year,Lead_Time,Product_Age,APE_Stat,APE_Judgm,APE_Stat_Shift,APE_Judgm_shift,APE_STAT_LOG,APE_Judgm_LOG,target_year_shift
109512,16473,201507,201501,SHORT ShiftLevel,257,238,202,1,1,11,3,91,201312,12,2013,1,2015,7,2015,6,19,8.0,15.1,8.0,15.1,2.0773384915,2.7164184508,6
109515,16473,201507,201504,LONG Pure,200,238,217,1,1,11,3,91,201312,12,2013,4,2015,7,2015,3,19,16.0,8.8,16.0,8.8,2.770485672,2.17742195,6
109516,16473,201507,201505,LONG Pure,241,238,203,1,1,11,3,91,201312,12,2013,5,2015,7,2015,2,19,1.3,14.7,1.3,14.7,0.231511801,2.6882475738,6
109518,16473,201508,201501,SHORT ShiftLevel,185,103,88,1,1,11,3,91,201312,12,2013,1,2015,8,2015,7,20,79.6,14.6,79.6,14.6,4.377160445,2.6784913989,6
109521,16473,201508,201504,LONG Pure,96,103,90,1,1,11,3,91,201312,12,2013,4,2015,8,2015,4,20,6.8,12.6,6.8,12.6,1.9163513468,2.5353905552,6
109558,16481,201410,201409,SHORT ShiftLevel,1218,692,309,1,1,11,13,100,201407,7,2014,9,2014,10,2014,1,3,76.0,55.3,76.0,55.3,4.3308854431,4.0136192196,5
109585,16492,201212,201208,SHORT ShiftLevel,18,563,360,1,1,11,3,50,201206,6,2012,8,2012,12,2012,4,6,96.8,36.1,96.8,36.1,4.5726763525,3.5850965369,3
109595,16492,201302,201211,SHORT ShiftLevel,663,135,468,1,1,11,3,50,201206,6,2012,11,2012,2,2013,3,8,391.1,246.7,300.0,246.7,5.9689916913,5.5080378975,4
109630,16492,201307,201306,SHORT ShiftLevel,463,1053,345,1,1,11,3,50,201206,6,2012,6,2013,7,2013,1,13,56.0,67.2,56.0,67.2,4.0258942108,4.2082157675,4
109636,16492,201309,201305,SHORT ShiftLevel,555,683,291,1,1,11,3,50,201206,6,2012,5,2013,9,2013,4,15,18.7,57.4,18.7,57.4,2.9307055903,4.0499371662,4
109648,16492,201311,201306,SHORT ShiftLevel,462,326,288,1,1,11,3,50,201206,6,2012,6,2013,11,2013,5,17,41.7,11.7,41.7,11.7,3.7309276904,2.4558589643,4
109683,16492,201410,201404,LONG Pure,280,124,370,1,1,11,3,50,201206,6,2012,4,2014,10,2014,6,28,125.8,198.4,125.8,198.4,4.8347446276,5.2902201563,5
109703,16492,201412,201409,LONG Pure,280,106,307,1,1,11,3,50,201206,6,2012,9,2014,12,2014,3,30,164.2,189.6,164.2,189.6,5.1007863911,5.2450359999,5
109708,16492,201501,201411,LONG Pure,251,80,126,1,1,11,3,50,201206,6,2012,11,2014,1,2015,2,31,213.8,57.5,213.8,57.5,5.3648071078,4.0517849478,6
109710,16492,201502,201409,LONG Pure,65,131,148,1,1,11,3,50,201206,6,2012,9,2014,2,2015,5,32,50.4,13.0,50.4,13.0,3.9196276048,2.5631862068,6
109727,16492,201505,201411,LONG Pure,913,103,242,1,1,11,3,50,201206,6,2012,11,2014,5,2015,6,35,786.4,135.0,300.0,135.0,6.6674754454,4.9049151309,6
109733,16492,201506,201412,LONG Pure,275,656,103,1,1,11,3,50,201206,6,2012,12,2014,6,2015,6,36,58.1,84.3,58.1,84.3,4.0618087722,4.4343673986,6
109795,16497,201309,201305,SHORT ShiftLevel,208,70,104,1,1,11,3,75,201207,7,2012,5,2013,9,2013,4,14,197.1,48.6,197.1,48.6,5.2839286291,3.8830354686,4
109803,16497,201310,201307,SHORT ShiftLevel,176,89,114,1,1,11,3,75,201207,7,2012,7,2013,10,2013,3,15,97.8,28.1,97.8,28.1,4.5824419349,3.3354096411,4
109818,16497,201312,201307,SHORT ShiftLevel,194,97,104,1,1,11,3,75,201207,7,2012,7,2013,12,2013,5,17,100.0,7.2,100.0,7.2,4.605170186,1.9763693565,4
109820,16497,201312,201309,SHORT ShiftLevel,198,97,117,1,1,11,3,75,201207,7,2012,9,2013,12,2013,3,17,104.1,20.6,104.1,20.6,4.6455797243,3.026191481,4
109824,16497,201401,201310,SHORT ShiftLevel,196,94,77,1,1,11,3,75,201207,7,2012,10,2013,1,2014,3,18,108.5,18.1,108.5,18.1,4.686848217,2.8950887478,5
109840,16497,201404,201311,LONG Pure,61,210,238,1,1,11,3,75,201207,7,2012,11,2013,4,2014,5,21,71.0,13.3,71.0,13.3,4.2620089612,2.5902671654,5
109846,16497,201405,201310,SHORT ShiftLevel,282,144,123,1,1,11,3,75,201207,7,2012,10,2013,5,2014,7,22,95.8,14.6,95.8,14.6,4.5626105716,2.6798793241,5
109852,16497,201405,201404,LONG Pure,103,144,204,1,1,11,3,75,201207,7,2012,4,2014,5,2014,1,22,28.5,41.7,28.5,41.7,3.3489289531,3.7297014486,5
109853,16497,201406,201309,SHORT ShiftLevel,230,60,95,1,1,11,3,75,201207,7,2012,9,2013,6,2014,9,23,283.3,58.3,283.3,58.3,5.6466240608,4.0661736853,5
109867,16500,201502,201410,SHORT XT,2137,1170,988,1,1,11,3,86,201412,12,2014,10,2014,2,2015,4,2,82.6,15.6,82.6,15.6,4.4146096536,2.7444178453,6
109873,16500,201506,201504,SHORT ShiftLevel,1084,60,1346,1,1,11,3,86,201412,12,2014,4,2015,6,2015,2,6,1706.7,2143.3,300.0,300.0,7.4422974294,7.6701175286,6
109881,16501,201402,201401,SHORT XT,3374,3531,5623,1,1,11,8,50,201312,12,2013,1,2014,2,2014,1,2,4.4,59.2,4.4,59.2,1.4920795954,4.0817096152,5
109895,16501,201408,201406,SHORT ShiftLevel,2456,1677,2374,1,1,11,8,50,201312,12,2013,6,2014,8,2014,2,8,46.5,41.6,46.5,41.6,3.83841947,3.7271938349,5
109906,16501,201410,201407,SHORT ShiftLevel,2724,1765,1603,1,1,11,8,50,201312,12,2013,7,2014,10,2014,3,10,54.3,9.2,54.3,9.2,3.9951552915,2.2168605519,5
109919,16501,201412,201407,SHORT ShiftLevel,2832,1342,1186,1,1,11,8,50,201312,12,2013,7,2014,12,2014,5,12,111.0,11.6,111.0,11.6,4.7097852674,2.4531098757,5
109921,16501,201412,201409,SHORT ShiftLevel,1202,1342,1179,1,1,11,8,50,201312,12,2013,9,2014,12,2014,3,12,10.4,12.1,10.4,12.1,2.3448962911,2.4970040693,5
109956,16501,201504,201406,SHORT ShiftLevel,3646,1991,2248,1,1,11,8,50,201312,12,2013,6,2014,4,2015,10,16,83.1,12.9,83.1,12.9,4.4203341697,2.5578539668,6
109971,16501,201505,201409,SHORT ShiftLevel,2454,2261,2029,1,1,11,8,50,201312,12,2013,9,2014,5,2015,8,17,8.5,10.3,8.5,10.3,2.1442979026,2.3283450854,6
109982,16501,201506,201407,SHORT ShiftLevel,2809,905,1223,1,1,11,8,50,201312,12,2013,7,2014,6,2015,11,18,210.4,35.1,210.4,35.1,5.3489474576,3.5592866251,6
109987,16501,201506,201412,SHORT ShiftLevel,2548,905,1652,1,1,11,8,50,201312,12,2013,12,2014,6,2015,6,18,181.5,82.5,181.5,82.5,5.2015143603,4.4133004274,6
109989,16501,201506,201502,SHORT ShiftLevel,2346,905,2121,1,1,11,8,50,201312,12,2013,2,2015,6,2015,4,18,159.2,134.4,159.2,134.4,5.0703278383,4.9005573048,6
109993,16501,201507,201407,SHORT ShiftLevel,3037,1485,1821,1,1,11,8,50,201312,12,2013,7,2014,7,2015,12,19,104.5,22.6,104.5,22.6,4.6492998355,3.1191112947,6
109998,16501,201507,201412,SHORT ShiftLevel,3094,1485,1876,1,1,11,8,50,201312,12,2013,12,2014,7,2015,7,19,108.4,26.3,108.4,26.3,4.6853682817,3.2707076947,6
110018,16501,201509,201501,SHORT ShiftLevel,2335,1155,1667,1,1,11,8,50,201312,12,2013,1,2015,9,2015,8,21,102.2,44.3,102.2,44.3,4.6265842805,3.7916391881,6
110031,16501,201510,201506,LONG XT,1488,923,1450,1,1,11,8,50,201312,12,2013,6,2015,10,2015,4,22,61.2,57.1,61.2,57.1,4.1143666826,4.0447415,6
110033,16501,201510,201508,LONG XT,1552,923,1409,1,1,11,8,50,201312,12,2013,8,2015,10,2015,2,22,68.1,52.7,68.1,52.7,4.2216722082,3.9637495754,6
110034,16501,201510,201509,LONG XT,1728,923,1277,1,1,11,8,50,201312,12,2013,9,2015,10,2015,1,22,87.2,38.4,87.2,38.4,4.4683832289,3.6468378646,6
110040,16501,201511,201506,LONG XT,1528,1513,1286,1,1,11,8,50,201312,12,2013,6,2015,11,2015,5,23,1.0,15.0,1.0,15.0,-0.008629327,2.7082704897,6
110052,16501,201512,201508,LONG XT,1115,872,1228,1,1,11,8,50,201312,12,2013,8,2015,12,2015,4,24,27.9,40.8,27.9,40.8,3.3274422054,3.7093114929,6
110064,16501,201601,201509,LONG XT,1260,970,1235,1,1,11,8,50,201312,12,2013,9,2015,1,2016,4,25,29.9,27.3,29.9,27.3,3.3977550375,3.3076039405,7
110069,16501,201602,201502,SHORT ShiftLevel,1825,864,1351,1,1,11,8,50,201312,12,2013,2,2015,2,2016,12,26,111.2,56.4,111.2,56.4,4.7115718262,4.0318615403,7
110073,16501,201602,201506,LONG XT,1012,864,1293,1,1,11,8,50,201312,12,2013,6,2015,2,2016,8,26,17.1,49.7,17.1,49.7,2.8408096909,3.9050543361,7
110117,16501,201605,201508,LONG XT,2067,1016,1957,1,1,11,8,50,201312,12,2013,8,2015,5,2016,9,29,103.4,92.6,103.4,92.6,4.6390389287,4.5284846974,7
110154,16501,201607,201601,LONG XT,1266,962,1402,1,1,11,8,50,201312,12,2013,1,2016,7,2016,6,31,31.6,45.7,31.6,45.7,3.4531834367,3.8229304622,7
110159,16501,201607,201606,LONG XT,854,962,991,1,1,11,8,50,201312,12,2013,6,2016,7,2016,1,31,11.2,3.0,11.2,3.0,2.4182869624,1.1034515653,7
110165,16501,201608,201508,LONG XT,1327,733,1296,1,1,11,8,50,201312,12,2013,8,2015,8,2016,12,32,81.0,76.8,81.0,76.8,4.3949038035,4.3413041122,7
110190,16501,201610,201606,LONG XT,558,702,641,1,1,11,8,50,201312,12,2013,6,2016,10,2016,4,34,20.5,8.7,20.5,8.7,3.0210500815,2.1621106461,7
110212,16501,201612,201609,LONG XT,606,113,292,1,1,11,8,50,201312,12,2013,9,2016,12,2016,3,36,436.3,158.4,300.0,158.4,6.0782915413,5.0651681731,7
110228,16517,201505,201504,SHORT ShiftLevel,278,498,477,1,1,11,3,94,201412,12,2014,4,2015,5,2015,1,5,44.2,4.2,44.2,4.2,3.7881976553,1.4390925467,6
110261,16517,201512,201505,SHORT ShiftLevel,362,70,306,1,1,11,3,94,201412,12,2014,5,2015,12,2015,7,12,417.1,337.1,300.0,300.0,6.0334287462,5.820506749,6
110263,16517,201512,201507,SHORT ShiftLevel,377,70,378,1,1,11,3,94,201412,12,2014,7,2015,12,2015,5,12,438.6,440.0,300.0,300.0,6.0835226915,6.0867747269,6
110271,16520,201702,201612,SHORT ShiftLevel,497,135,349,1,1,11,14,48,201609,9,2016,12,2016,2,2017,2,5,268.1,158.5,268.1,158.5,5.5915396194,5.0658714226,8
110279,16520,201704,201703,SHORT ShiftLevel,207,100,151,1,1,11,14,48,201609,9,2016,3,2017,4,2017,1,7,107.0,51.0,107.0,51.0,4.6728288345,3.9318256327,8
110325,16520,201712,201710,SHORT ShiftLevel,93,115,30,1,1,11,14,48,201609,9,2016,10,2017,12,2017,2,15,19.1,73.9,19.1,73.9,2.951280511,4.3028893141,8
110328,16527,201601,201510,SHORT XT,1523,2620,2501,1,1,11,3,145,201512,12,2015,10,2015,1,2016,3,1,41.9,4.5,41.9,4.5,3.7345750495,1.5133640823,7
110332,16527,201605,201603,SHORT ShiftLevel,1130,755,679,1,1,11,3,145,201512,12,2015,3,2016,5,2016,2,5,49.7,10.1,49.7,10.1,3.9053784627,2.309185777,7
110338,16527,201607,201604,SHORT ShiftLevel,546,612,576,1,1,11,3,145,201512,12,2015,4,2016,7,2016,3,7,10.8,5.9,10.8,5.9,2.3780926455,1.7719568419,7
110361,16527,201611,201605,SHORT ShiftLevel,278,277,378,1,1,11,3,145,201512,12,2015,5,2016,11,2016,6,11,0.4,36.5,0.4,36.5,-1.01884732,3.5962731966,7
110369,16527,201612,201605,SHORT ShiftLevel,240,211,231,1,1,11,3,145,201512,12,2015,5,2016,12,2016,7,12,13.7,9.5,13.7,9.5,2.6206078825,2.2490443261,7
110371,16527,201612,201607,SHORT ShiftLevel,565,211,262,1,1,11,3,145,201512,12,2015,7,2016,12,2016,5,12,167.8,24.2,167.8,24.2,5.1226089656,3.1851376852,7
110380,16527,201701,201612,SHORT ShiftLevel,555,246,412,1,1,11,3,145,201512,12,2015,12,2016,1,2017,1,13,125.6,67.5,125.6,67.5,4.833179927,4.2118264384,8
110390,16527,201703,201611,SHORT ShiftLevel,714,430,682,1,1,11,3,145,201512,12,2015,11,2016,3,2017,4,15,66.0,58.6,66.0,58.6,4.1903592155,4.0708140648,8
110391,16527,201703,201612,SHORT ShiftLevel,677,430,605,1,1,11,3,145,201512,12,2015,12,2016,3,2017,3,15,57.4,40.7,57.4,40.7,4.0507733139,3.7061709512,8
110411,16527,201706,201608,SHORT ShiftLevel,1208,241,381,1,1,11,3,145,201512,12,2015,8,2016,6,2017,10,18,401.2,58.1,300.0,58.1,5.994571748,4.0620156751,8
110412,16527,201706,201609,SHORT ShiftLevel,1151,241,465,1,1,11,3,145,201512,12,2015,9,2016,6,2017,9,18,377.6,92.9,300.0,92.9,5.933817852,4.5320193044,8
110467,16527,201712,201707,LONG Pure,87,157,253,1,1,11,3,145,201512,12,2015,7,2017,12,2017,5,24,44.6,61.1,44.6,61.1,3.7974196227,4.1132725721,8
110518,16527,201804,201709,LONG Pure,378,254,308,1,1,11,3,145,201512,12,2015,9,2017,4,2018,7,28,48.8,21.3,48.8,21.3,3.8881174846,3.0568199655,9
110531,16527,201805,201708,LONG Pure,359,269,419,1,1,11,3,145,201512,12,2015,8,2017,5,2018,9,29,33.5,55.8,33.5,55.8,3.5102684767,4.0210941005,9
110533,16527,201805,201710,LONG Pure,384,269,349,1,1,11,3,145,201512,12,2015,10,2017,5,2018,7,29,42.8,29.7,42.8,29.7,3.7553909347,3.3924854411,9
110546,16536,201607,201605,SHORT XT,156,114,176,1,1,11,,,,,,5,2016,7,2016,2,,36.8,54.4,36.8,54.4,3.6066413559,3.9961061226,7
110559,16540,201512,201511,SHORT ShiftLevel,240,89,175,1,1,11,18,312,201508,8,2015,11,2015,12,2015,1,4,169.7,96.6,169.7,96.6,5.1338136531,4.5708811125,6
110568,16540,201604,201511,SHORT ShiftLevel,211,138,288,1,1,11,18,312,201508,8,2015,11,2015,4,2016,5,8,52.9,108.7,52.9,108.7,3.968375942,4.6885517949,7
110575,16540,201605,201603,SHORT ShiftLevel,106,150,127,1,1,11,18,312,201508,8,2015,3,2016,5,2016,2,9,29.3,15.3,29.3,15.3,3.3787245258,2.7300291078,7
110589,16540,201607,201606,SHORT ShiftLevel,51,56,124,1,1,11,18,312,201508,8,2015,6,2016,7,2016,1,11,8.9,121.4,8.9,121.4,2.1892564077,4.7993262004,7
110592,16540,201608,201601,SHORT ShiftLevel,49,53,119,1,1,11,18,312,201508,8,2015,1,2016,8,2016,7,12,7.5,124.5,7.5,124.5,2.0211726336,4.8245330145,7
110595,16540,201608,201605,SHORT ShiftLevel,50,53,80,1,1,11,18,312,201508,8,2015,5,2016,8,2016,3,12,5.7,50.9,5.7,50.9,1.7334905611,3.9307151384,7
110611,16540,201610,201604,SHORT ShiftLevel,84,55,115,1,1,11,18,312,201508,8,2015,4,2016,10,2016,6,14,52.7,109.1,52.7,109.1,3.9651328307,4.692181563,7
110646,16540,201701,201606,SHORT ShiftLevel,64,71,92,1,1,11,18,312,201508,8,2015,6,2016,1,2017,7,17,9.9,29.6,9.9,29.6,2.288400458,3.3870127467,8
110650,16540,201701,201610,SHORT ShiftLevel,73,71,87,1,1,11,18,312,201508,8,2015,10,2016,1,2017,3,17,2.8,22.5,2.8,22.5,1.0356374895,3.1150790312,8
110653,16540,201702,201511,SHORT ShiftLevel,62,76,232,1,1,11,18,312,201508,8,2015,11,2015,2,2017,15,18,18.4,205.3,18.4,205.3,2.9134941753,5.324292853,8
110676,16540,201703,201609,SHORT ShiftLevel,81,99,146,1,1,11,18,312,201508,8,2015,9,2016,3,2017,6,19,18.2,47.5,18.2,47.5,2.9004220937,3.8601979376,8
110680,16540,201703,201701,LONG Pure,166,99,112,1,1,11,18,312,201508,8,2015,1,2017,3,2017,2,19,67.7,13.1,67.7,13.1,4.2147429552,2.5749996933,8
110771,16540,201711,201706,LONG Pure,82,104,51,1,1,11,18,312,201508,8,2015,6,2017,11,2017,5,27,21.2,51.0,21.2,51.0,3.0518217402,3.9310712004,8
110774,16540,201711,201709,LONG Pure,122,104,63,1,1,11,18,312,201508,8,2015,9,2017,11,2017,2,27,17.3,39.4,17.3,39.4,2.8511510447,3.6743513536,8
110793,16540,201801,201704,LONG Pure,37,58,30,1,1,11,18,312,201508,8,2015,4,2017,1,2018,9,29,36.2,48.3,36.2,48.3,3.5892496132,3.8769316856,9
110800,16540,201801,201712,LONG Pure,96,58,42,1,1,11,18,312,201508,8,2015,12,2017,1,2018,1,29,65.5,27.6,65.5,27.6,4.1823133352,3.3173158977,9
110804,16540,201802,201702,LONG Pure,98,67,55,1,1,11,18,312,201508,8,2015,2,2017,2,2018,12,30,46.3,17.9,46.3,17.9,3.8344647711,2.8853842164,9
110830,16540,201804,201611,SHORT ShiftLevel,66,62,56,1,1,11,18,312,201508,8,2015,11,2016,4,2018,17,32,6.5,9.7,6.5,9.7,1.8643301621,2.2697952702,9
110863,16547,201110,201109,SHORT ShiftLevel,123,51,52,1,1,11,3,202,201107,7,2011,9,2011,10,2011,1,3,141.2,2.0,141.2,2.0,4.9500106723,0.6733445533,2
110903,16564,201502,201410,SHORT ShiftLevel,450,172,460,1,1,11,3,82,201407,7,2014,10,2014,2,2015,4,7,161.6,167.4,161.6,167.4,5.0852968229,5.1206361893,6
110907,16564,201503,201409,SHORT ShiftLevel,949,370,696,1,1,11,3,82,201407,7,2014,9,2014,3,2015,6,8,156.5,88.1,156.5,88.1,5.0529696579,4.4785645617,6
110927,16564,201505,201504,SHORT ShiftLevel,277,408,228,1,1,11,3,82,201407,7,2014,4,2015,5,2015,1,10,32.1,44.1,32.1,44.1,3.4691003348,3.7868598625,6
110931,16564,201506,201412,SHORT ShiftLevel,330,236,268,1,1,11,3,82,201407,7,2014,12,2014,6,2015,6,11,39.8,13.6,39.8,13.6,3.6846331632,2.6070742838,6
110970,16567,201302,201211,SHORT ShiftLevel,58,191,76,1,1,11,2,154,201203,3,2012,11,2012,2,2013,3,11,69.6,60.2,69.6,60.2,4.2432458862,4.0978288863,4
111106,16571,201407,201406,SHORT XT,2387,889,1118,1,1,11,3,99,201406,6,2014,6,2014,7,2014,1,1,168.5,25.8,168.5,25.8,5.1269591146,3.248794954,5
111115,16583,201704,201703,SHORT ShiftLevel,289,272,344,1,1,11,3,143,201612,12,2016,3,2017,4,2017,1,4,6.3,26.5,6.3,26.5,1.8325814637,3.2760342387,8
111119,16583,201706,201704,SHORT ShiftLevel,368,222,234,1,1,11,3,143,201612,12,2016,4,2017,6,2017,2,6,65.8,5.4,65.8,5.4,4.1860994258,1.6873994539,8
111126,16583,201708,201704,SHORT ShiftLevel,222,123,277,1,1,11,3,143,201612,12,2016,4,2017,8,2017,4,8,80.5,125.2,80.5,125.2,4.3881056808,4.829938433,8
111130,16583,201709,201703,SHORT ShiftLevel,237,151,301,1,1,11,3,143,201612,12,2016,3,2017,9,2017,6,9,57.0,99.3,57.0,99.3,4.0422376454,4.5985256433,8
111132,16583,201709,201705,SHORT ShiftLevel,234,151,257,1,1,11,3,143,201612,12,2016,5,2017,9,2017,4,9,55.0,70.2,55.0,70.2,4.006730957,4.2513294433,8
111149,16583,201711,201709,SHORT ShiftLevel,191,246,222,1,1,11,3,143,201612,12,2016,9,2017,11,2017,2,11,22.4,9.8,22.4,9.8,3.1071718353,2.2778924804,8
111152,16583,201712,201704,SHORT ShiftLevel,347,156,300,1,1,11,3,143,201612,12,2016,4,2017,12,2017,8,12,122.4,92.3,122.4,92.3,4.8075876068,4.5251274783,8
111169,16583,201801,201712,SHORT ShiftLevel,167,150,201,1,1,11,3,143,201612,12,2016,12,2017,1,2018,1,13,11.3,34.0,11.3,34.0,2.4277482359,3.5263605246,9
111175,16583,201802,201708,SHORT ShiftLevel,219,134,256,1,1,11,3,143,201612,12,2016,8,2017,2,2018,6,14,63.4,91.0,63.4,91.0,4.1499816425,4.5113514308,9
111177,16583,201802,201710,SHORT ShiftLevel,207,134,191,1,1,11,3,143,201612,12,2016,10,2017,2,2018,4,14,54.5,42.5,54.5,42.5,3.9977898272,3.7503816539,9
111214,16583,201805,201801,SHORT ShiftLevel,305,250,291,1,1,11,3,143,201612,12,2016,1,2018,5,2018,4,17,22.0,16.4,22.0,16.4,3.0910424534,2.7972813348,9
111218,16584,201408,201405,SHORT XT,161,173,233,1,1,11,3,79,201407,7,2014,5,2014,8,2014,3,1,6.9,34.7,6.9,34.7,1.9367852413,3.5462231537,5
111226,16584,201501,201409,SHORT ShiftLevel,471,70,177,1,1,11,3,79,201407,7,2014,9,2014,1,2015,4,6,572.9,152.9,300.0,152.9,6.3506363712,5.0295037784,6
111236,16584,201503,201410,SHORT ShiftLevel,297,252,253,1,1,11,3,79,201407,7,2014,10,2014,3,2015,5,8,17.9,0.4,17.9,0.4,2.8824035882,-0.924258902,6
111240,16584,201503,201502,SHORT ShiftLevel,196,252,152,1,1,11,3,79,201407,7,2014,2,2015,3,2015,1,8,22.2,39.7,22.2,39.7,3.1010927892,3.6809112845,6
111275,16597,201202,201110,SHORT ShiftLevel,86,109,253,1,1,11,3,73,201108,8,2011,10,2011,2,2012,4,6,21.1,132.1,21.1,132.1,3.0493165197,4.8836356033,3
111295,16601,201210,201208,SHORT ShiftLevel,110,790,440,1,1,11,3,120,201206,6,2012,8,2012,10,2012,2,4,86.1,44.3,86.1,44.3,4.4552300387,3.791070395,3
111309,16601,201301,201211,SHORT ShiftLevel,785,811,810,1,1,11,3,120,201206,6,2012,11,2012,1,2013,2,7,3.2,0.1,3.2,0.1,1.1649986699,-2.093097868,4
111335,16601,201305,201211,SHORT ShiftLevel,1074,532,878,1,1,11,3,120,201206,6,2012,11,2012,5,2013,6,11,101.9,65.0,101.9,65.0,4.6237926981,4.1749654717,4
111344,16601,201306,201211,SHORT ShiftLevel,848,593,724,1,1,11,3,120,201206,6,2012,11,2012,6,2013,7,12,43.0,22.1,43.0,22.1,3.7612393321,3.0951731102,4
111348,16601,201306,201303,SHORT ShiftLevel,657,593,778,1,1,11,3,120,201206,6,2012,3,2013,6,2013,3,12,10.8,31.2,10.8,31.2,2.3788588704,3.4403316121,4
111381,16612,201308,201303,SHORT ShiftLevel,237,80,279,1,1,11,3,102,201301,1,2013,3,2013,8,2013,5,7,196.3,248.8,196.3,248.8,5.2793893567,5.516448376,4
111387,16612,201309,201304,SHORT ShiftLevel,163,168,244,1,1,11,3,102,201301,1,2013,4,2013,9,2013,5,8,3.0,45.2,3.0,45.2,1.090644119,3.8119395469,4
111396,16612,201310,201307,SHORT ShiftLevel,122,256,78,1,1,11,3,102,201301,1,2013,7,2013,10,2013,3,9,52.3,69.5,52.3,69.5,3.9578325415,4.2417762918,4
111401,16612,201311,201305,SHORT ShiftLevel,199,209,268,1,1,11,3,102,201301,1,2013,5,2013,11,2013,6,10,4.8,28.2,4.8,28.2,1.565421027,3.3403733779,4
111405,16612,201311,201309,SHORT ShiftLevel,133,209,99,1,1,11,3,102,201301,1,2013,9,2013,11,2013,2,10,36.4,52.6,36.4,52.6,3.5935692743,3.9633162998,4
111411,16612,201312,201307,SHORT ShiftLevel,140,266,119,1,1,11,3,102,201301,1,2013,7,2013,12,2013,5,11,47.4,55.3,47.4,55.3,3.8579557842,4.012106464,4
111419,16612,201401,201312,SHORT ShiftLevel,164,273,208,1,1,11,3,102,201301,1,2013,12,2013,1,2014,1,12,39.9,23.8,39.9,23.8,3.687046273,3.1700856607,5
111427,16612,201403,201312,SHORT ShiftLevel,228,259,221,1,1,11,3,102,201301,1,2013,12,2013,3,2014,3,14,12.0,14.7,12.0,14.7,2.4823293288,2.685928284,5
111429,16612,201404,201310,SHORT ShiftLevel,228,237,98,1,1,11,3,102,201301,1,2013,10,2013,4,2014,6,15,3.8,58.6,3.8,58.6,1.3343346222,4.071583978,5
111446,16614,201705,201703,SHORT ShiftLevel,900,303,385,1,1,11,3,86,201612,12,2016,3,2017,5,2017,2,5,197.0,27.1,197.0,27.1,5.2833544939,3.2981566277,8
111457,16614,201708,201705,SHORT ShiftLevel,251,232,314,1,1,11,3,86,201612,12,2016,5,2017,8,2017,3,8,8.2,35.3,8.2,35.3,2.1028717935,3.5651520616,8
111482,16614,201712,201704,SHORT ShiftLevel,481,222,364,1,1,11,3,86,201612,12,2016,4,2017,12,2017,8,12,116.7,64.0,116.7,64.0,4.7593208658,4.1583198617,8
111519,16614,201803,201711,SHORT ShiftLevel,550,323,281,1,1,11,3,86,201612,12,2016,11,2017,3,2018,4,15,70.3,13.0,70.3,13.0,4.2524678802,2.565187481,9
111522,16614,201803,201802,SHORT ShiftLevel,533,323,257,1,1,11,3,86,201612,12,2016,2,2018,3,2018,1,15,65.0,20.4,65.0,20.4,4.1746253935,3.0171726048,9
111534,16614,201804,201802,SHORT ShiftLevel,506,363,351,1,1,11,3,86,201612,12,2016,2,2018,4,2018,2,16,39.4,3.3,39.4,3.3,3.673611982,1.1956740015,9
111543,16614,201805,201710,SHORT ShiftLevel,518,175,519,1,1,11,3,86,201612,12,2016,10,2017,5,2018,7,17,196.0,196.6,196.0,196.6,5.2781146592,5.2810258694,9
111545,16614,201805,201712,SHORT ShiftLevel,466,175,460,1,1,11,3,86,201612,12,2016,12,2017,5,2018,5,17,166.3,162.9,166.3,162.9,5.1137074792,5.0928733923,9
111550,16618,201209,201208,SHORT ShiftLevel,229,306,466,1,1,11,3,57,201207,7,2012,8,2012,9,2012,1,2,25.2,52.3,25.2,52.3,3.2253905059,3.9567588993,3
111596,16618,201306,201303,SHORT ShiftLevel,378,191,328,1,1,11,3,57,201207,7,2012,3,2013,6,2013,3,11,97.9,71.7,97.9,71.7,4.5840053748,4.2728776838,4
111609,16618,201309,201304,SHORT ShiftLevel,531,139,279,1,1,11,3,57,201207,7,2012,4,2013,9,2013,5,14,282.0,100.7,282.0,100.7,5.6419580926,4.6123386755,4
111613,16618,201309,201308,SHORT ShiftLevel,377,139,268,1,1,11,3,57,201207,7,2012,8,2013,9,2013,1,14,171.2,92.8,171.2,92.8,5.1429669265,4.5305086572,4
111616,16618,201310,201305,SHORT ShiftLevel,413,348,333,1,1,11,3,57,201207,7,2012,5,2013,10,2013,5,15,18.7,4.3,18.7,4.3,2.9273549761,1.4610179073,4
111620,16618,201310,201309,SHORT ShiftLevel,305,348,160,1,1,11,3,57,201207,7,2012,9,2013,10,2013,1,15,12.4,54.0,12.4,54.0,2.5141678219,3.989409669,4
111633,16618,201312,201307,SHORT ShiftLevel,338,360,150,1,1,11,3,57,201207,7,2012,7,2013,12,2013,5,17,6.1,58.3,6.1,58.3,1.8101086079,4.0661736853,4
111639,16618,201401,201310,SHORT ShiftLevel,317,283,200,1,1,11,3,57,201207,7,2012,10,2013,1,2014,3,18,12.0,29.3,12.0,29.3,2.486083813,3.3785638961,5
