FC_ID,ID,Target_Month,Create_Month,Model,StatFC,Actual,JudgmFC,Stat_IND,Man_IND,StatMan_IND,Product_Group,Price_Index,Launch_Date,Launch_Month,Launch_Year,Create_CalMonth,Create_Year,Target_CalMonth,Target_Year,Lead_Time,Product_Age,APE_Stat,APE_Judgm,APE_Stat_Shift,APE_Judgm_shift,APE_STAT_LOG,APE_Judgm_LOG,target_year_shift
20,10003,201703,201609,SHORT ShiftLevel,306,78,204,1,1,11,3,137,201606,6,2016,9,2016,3,2017,6,9,292.3,161.5,292.3,161.5,5.6778069883,5.0847432662,8
30,10003,201704,201701,SHORT ShiftLevel,181,62,81,1,1,11,3,137,201606,6,2016,1,2017,4,2017,3,10,191.9,30.6,191.9,30.6,5.2571592941,3.4224747801,8
62,10004,201109,201108,LONG DownTrend,194,529,307,1,1,11,5,174,198407,7,1984,8,2011,9,2011,1,120,63.3,42.0,63.3,42.0,4.148312286,3.736859136,2
64,10004,201110,201107,LONG DownTrend,183,491,311,1,1,11,5,174,198407,7,1984,7,2011,10,2011,3,120,62.7,36.7,62.7,36.7,4.1388258412,3.6016829091,2
65,10004,201110,201108,LONG DownTrend,232,491,304,1,1,11,5,174,198407,7,1984,8,2011,10,2011,2,120,52.7,38.1,52.7,38.1,3.9655541199,3.639834675,2
96,10008,201701,201611,SHORT XT,1836,6959,2947,1,1,11,3,46,201612,12,2016,11,2016,1,2017,2,1,73.6,57.7,73.6,57.7,4.2988746051,4.0544242702,8
102,10008,201706,201704,SHORT ShiftLevel,3101,1141,1153,1,1,11,3,46,201612,12,2016,4,2017,6,2017,2,6,171.8,1.1,171.8,1.1,5.1462095884,0.0504164859,8
103,10008,201706,201705,SHORT ShiftLevel,2618,1141,1099,1,1,11,3,46,201612,12,2016,5,2017,6,2017,1,6,129.4,3.7,129.4,3.7,4.8632781187,1.3031794544,8
114,10008,201709,201704,SHORT ShiftLevel,2071,702,1412,1,1,11,3,46,201612,12,2016,4,2017,9,2017,5,9,195.0,101.1,195.0,101.1,5.2730726073,4.616501752,8
120,10008,201710,201705,SHORT ShiftLevel,1887,635,1054,1,1,11,3,46,201612,12,2016,5,2017,10,2017,5,10,197.2,66.0,197.2,66.0,5.2840427388,4.189416107,8
125,10008,201711,201705,SHORT ShiftLevel,2182,3003,1540,1,1,11,3,46,201612,12,2016,5,2017,11,2017,6,11,27.3,48.7,27.3,48.7,3.3083262275,3.886047519,8
152,10009,201502,201411,SHORT ShiftLevel,847,905,933,1,1,11,3,234,201407,7,2014,11,2014,2,2015,3,7,6.4,3.1,6.4,3.1,1.8576782528,1.1294397525,6
171,10009,201505,201412,SHORT ShiftLevel,1075,1512,1258,1,1,11,3,234,201407,7,2014,12,2014,5,2015,5,10,28.9,16.8,28.9,16.8,3.3639148243,2.8213158963,6
177,10009,201506,201410,SHORT ShiftLevel,1308,711,1138,1,1,11,3,234,201407,7,2014,10,2014,6,2015,8,11,84.0,60.1,84.0,60.1,4.4304148696,4.0952817694,6
193,10009,201508,201503,SHORT ShiftLevel,486,1091,941,1,1,11,3,234,201407,7,2014,3,2015,8,2015,5,13,55.5,13.7,55.5,13.7,4.0155486582,2.6209554943,6
195,10009,201508,201505,SHORT ShiftLevel,659,1091,923,1,1,11,3,234,201407,7,2014,5,2015,8,2015,3,13,39.6,15.4,39.6,15.4,3.6787457884,2.7342841796,6
198,10009,201509,201501,SHORT ShiftLevel,743,921,778,1,1,11,3,234,201407,7,2014,1,2015,9,2015,8,14,19.3,15.5,19.3,15.5,2.9614937,2.74255478,6
199,10009,201509,201502,SHORT ShiftLevel,713,921,754,1,1,11,3,234,201407,7,2014,2,2015,9,2015,7,14,22.6,18.1,22.6,18.1,3.1172482294,2.8977039621,6
208,10009,201510,201504,SHORT ShiftLevel,767,773,800,1,1,11,3,234,201407,7,2014,4,2015,10,2015,6,15,0.8,3.5,0.8,3.5,-0.253349393,1.2507280034,6
225,10009,201512,201504,SHORT ShiftLevel,858,521,760,1,1,11,3,234,201407,7,2014,4,2015,12,2015,8,17,64.7,45.9,64.7,45.9,4.1695030746,3.8258836962,6
229,10009,201512,201509,SHORT ShiftLevel,919,521,751,1,1,11,3,234,201407,7,2014,9,2015,12,2015,3,17,76.4,44.1,76.4,44.1,4.3358721495,3.7874994532,6
323,10020,201209,201205,SHORT ShiftLevel,100,3551,905,1,1,11,3,93,201205,5,2012,5,2012,9,2012,4,4,97.2,74.5,97.2,74.5,4.5766049761,4.3109899977,3
325,10020,201209,201207,SHORT ShiftLevel,3463,3551,3439,1,1,11,3,93,201205,5,2012,7,2012,9,2012,2,4,2.5,3.2,2.5,3.2,0.9075224675,1.1486845243,3
329,10020,201210,201207,SHORT ShiftLevel,2443,3980,3129,1,1,11,3,93,201205,5,2012,7,2012,10,2012,3,5,38.6,21.4,38.6,21.4,3.6537208312,3.0625452163,3
343,10020,201212,201210,SHORT ShiftLevel,2817,4256,3533,1,1,11,3,93,201205,5,2012,10,2012,12,2012,2,7,33.8,17.0,33.8,17.0,3.5207888619,2.8324943771,3
349,10020,201301,201209,SHORT ShiftLevel,3512,5801,3426,1,1,11,3,93,201205,5,2012,9,2012,1,2013,4,8,39.5,40.9,39.5,40.9,3.6752549105,3.712137307,4
350,10020,201301,201210,SHORT ShiftLevel,3427,5801,3633,1,1,11,3,93,201205,5,2012,10,2012,1,2013,3,8,40.9,37.4,40.9,37.4,3.7117161657,3.6209449531,4
354,10020,201302,201206,SHORT ShiftLevel,1845,4452,3828,1,1,11,3,93,201205,5,2012,6,2012,2,2013,8,9,58.6,14.0,58.6,14.0,4.0700168875,2.640211842,4
410,10020,201307,201304,SHORT ShiftLevel,4495,4137,4384,1,1,11,3,93,201205,5,2012,4,2013,7,2013,3,14,8.7,6.0,8.7,6.0,2.1579770059,1.7868323562,4
427,10020,201310,201303,SHORT ShiftLevel,3562,4210,3563,1,1,11,3,93,201205,5,2012,3,2013,10,2013,7,17,15.4,15.4,15.4,15.4,2.7338429557,2.7322985538,4
428,10020,201310,201304,SHORT ShiftLevel,3380,4210,3561,1,1,11,3,93,201205,5,2012,4,2013,10,2013,6,17,19.7,15.4,19.7,15.4,2.9813779601,2.735384976,4
434,10020,201311,201302,SHORT ShiftLevel,3318,4420,3604,1,1,11,3,93,201205,5,2012,2,2013,11,2013,9,18,24.9,18.5,24.9,18.5,3.2161572006,2.9156895659,4
443,10020,201312,201302,SHORT ShiftLevel,3928,3691,3534,1,1,11,3,93,201205,5,2012,2,2013,12,2013,10,19,6.4,4.3,6.4,4.3,1.8595776241,1.4477632883,4
491,10020,201405,201305,SHORT ShiftLevel,6811,6592,6947,1,1,11,3,93,201205,5,2012,5,2013,5,2014,12,24,3.3,5.4,3.3,5.4,1.2006298442,1.6836759039,5
494,10020,201405,201308,SHORT ShiftLevel,5769,6592,6044,1,1,11,3,93,201205,5,2012,8,2013,5,2014,9,24,12.5,8.3,12.5,8.3,2.5245143151,2.1178334013,5
511,10020,201406,201401,LONG Pure,4233,5811,4511,1,1,11,3,93,201205,5,2012,1,2014,6,2014,5,25,27.2,22.4,27.2,22.4,3.3015757353,3.1077817774,5
515,10020,201406,201405,LONG Pure,4484,5811,4093,1,1,11,3,93,201205,5,2012,5,2014,6,2014,1,25,22.8,29.6,22.8,29.6,3.1283382682,3.3865783365,5
524,10020,201408,201403,LONG Pure,3480,3357,3622,1,1,11,3,93,201205,5,2012,3,2014,8,2014,5,27,3.7,7.9,3.7,7.9,1.2985515444,2.066097015,5
530,10020,201409,201402,LONG Pure,3709,3199,3909,1,1,11,3,93,201205,5,2012,2,2014,9,2014,7,28,15.9,22.2,15.9,22.2,2.7689873718,3.0998416161,5
538,10020,201410,201402,LONG Pure,3938,3235,3724,1,1,11,3,93,201205,5,2012,2,2014,10,2014,8,29,21.7,15.1,21.7,15.1,3.0787428709,2.7157484685,5
557,10020,201412,201402,LONG Pure,3764,4012,3842,1,1,11,3,93,201205,5,2012,2,2014,12,2014,10,31,6.2,4.2,6.2,4.2,1.8215537831,1.443923474,5
558,10020,201412,201403,LONG Pure,3857,4012,3628,1,1,11,3,93,201205,5,2012,3,2014,12,2014,9,31,3.9,9.6,3.9,9.6,1.3515501538,2.2587675895,5
559,10020,201412,201404,LONG Pure,3684,4012,3615,1,1,11,3,93,201205,5,2012,4,2014,12,2014,8,31,8.2,9.9,8.2,9.9,2.1011386453,2.2920613176,5
560,10020,201412,201405,LONG Pure,3732,4012,3659,1,1,11,3,93,201205,5,2012,5,2014,12,2014,7,31,7.0,8.8,7.0,8.8,1.9429146401,2.1745930938,5
567,10020,201501,201405,LONG Pure,5130,4035,4602,1,1,11,3,93,201205,5,2012,5,2014,1,2015,8,32,27.1,14.1,27.1,14.1,3.3009182475,2.642767909,6
580,10020,201502,201410,LONG Pure,3977,3539,3678,1,1,11,3,93,201205,5,2012,10,2014,2,2015,4,33,12.4,3.9,12.4,3.9,2.515789616,1.3680446388,6
586,10020,201503,201407,LONG Pure,6654,8815,6171,1,1,11,3,93,201205,5,2012,7,2014,3,2015,8,34,24.5,30.0,24.5,30.0,3.1992864477,3.4010082921,6
634,10020,201507,201505,LONG Pure,3889,4236,4444,1,1,11,3,93,201205,5,2012,5,2015,7,2015,2,38,8.2,4.9,8.2,4.9,2.1031202592,1.591333559,6
636,10020,201508,201501,LONG Pure,3356,3951,3389,1,1,11,3,93,201205,5,2012,1,2015,8,2015,7,39,15.1,14.2,15.1,14.2,2.7120076011,2.6549480455,6
690,10020,201602,201506,LONG Pure,3697,3215,3483,1,1,11,3,93,201205,5,2012,6,2015,2,2016,8,45,15.0,8.3,15.0,8.3,2.7075316634,2.1205745298,7
692,10020,201602,201508,LONG Pure,3427,3215,3678,1,1,11,3,93,201205,5,2012,8,2015,2,2016,6,45,6.6,14.4,6.6,14.4,1.886173824,2.6673146034,7
717,10020,201604,201602,LONG Pure,7504,6129,6636,1,1,11,3,93,201205,5,2012,2,2016,4,2016,2,47,22.4,8.3,22.4,8.3,3.1105923126,2.1128943061,7
727,10020,201605,201601,LONG Pure,5346,4669,5857,1,1,11,3,93,201205,5,2012,1,2016,5,2016,4,48,14.5,25.4,14.5,25.4,2.6741412639,3.2364964909,7
739,10020,201606,201601,LONG Pure,3385,4349,3093,1,1,11,3,93,201205,5,2012,1,2016,6,2016,5,49,22.2,28.9,22.2,28.9,3.098560268,3.3631563204,7
740,10020,201606,201602,LONG Pure,3500,4349,3302,1,1,11,3,93,201205,5,2012,2,2016,6,2016,4,49,19.5,24.1,19.5,24.1,2.9715281597,3.1811531843,7
744,10020,201607,201511,LONG Pure,3656,3815,3374,1,1,11,3,93,201205,5,2012,11,2015,7,2016,8,50,4.2,11.6,4.2,11.6,1.4273784445,2.4475191177,7
745,10020,201607,201512,LONG Pure,3736,3815,3599,1,1,11,3,93,201205,5,2012,12,2015,7,2016,7,50,2.1,5.7,2.1,5.7,0.7279220947,1.73375265,7
752,10020,201608,201511,LONG Pure,2933,3469,3878,1,1,11,3,93,201205,5,2012,11,2015,8,2016,9,51,15.5,11.8,15.5,11.8,2.7376827001,2.4672636951,7
772,10020,201610,201512,LONG Pure,3062,2845,2885,1,1,11,3,93,201205,5,2012,12,2015,10,2016,10,53,7.6,1.4,7.6,1.4,2.031749193,0.3407312935,7
784,10020,201611,201601,LONG Pure,2742,3006,2672,1,1,11,3,93,201205,5,2012,1,2016,11,2016,10,54,8.8,11.1,8.8,11.1,2.1727537188,2.4079456087,7
790,10020,201611,201607,LONG Pure,2657,3006,3221,1,1,11,3,93,201205,5,2012,7,2016,11,2016,4,54,11.6,7.2,11.6,7.2,2.4518765379,1.9674426438,7
795,10020,201612,201512,LONG Pure,3227,2696,3541,1,1,11,3,93,201205,5,2012,12,2015,12,2016,12,55,19.7,31.3,19.7,31.3,2.9804077352,3.4449823413,7
796,10020,201612,201601,LONG Pure,2629,2696,2915,1,1,11,3,93,201205,5,2012,1,2016,12,2016,11,55,2.5,8.1,2.5,8.1,0.9103383333,2.0947174438,7
801,10020,201612,201606,LONG Pure,2432,2696,3227,1,1,11,3,93,201205,5,2012,6,2016,12,2016,6,55,9.8,19.7,9.8,19.7,2.2815948171,2.9804077352,7
817,10020,201702,201607,LONG Pure,2861,3796,3754,1,1,11,3,93,201205,5,2012,7,2016,2,2017,7,57,24.6,1.1,24.6,1.1,3.2040135555,0.1011366445,8
826,10020,201703,201607,LONG Pure,6205,5455,7008,1,1,11,3,93,201205,5,2012,7,2016,3,2017,8,58,13.7,28.5,13.7,28.5,2.6209554943,3.3488261109,8
841,10020,201704,201612,LONG Pure,6404,5179,5431,1,1,11,3,93,201205,5,2012,12,2016,4,2017,4,59,23.7,4.9,23.7,4.9,3.1634990425,1.5822320071,8
850,10020,201705,201610,LONG Pure,4464,5118,4997,1,1,11,3,93,201205,5,2012,10,2016,5,2017,7,60,12.8,2.4,12.8,2.4,2.5477585207,0.8604417149,8
852,10020,201705,201612,LONG Pure,4480,5118,5285,1,1,11,3,93,201205,5,2012,12,2016,5,2017,5,60,12.5,3.3,12.5,3.3,2.5229894526,1.1826449817,8
860,10020,201706,201608,LONG Pure,3345,2968,3083,1,1,11,3,93,201205,5,2012,8,2016,6,2017,10,61,12.7,3.9,12.7,3.9,2.5417717691,1.3544587101,8
861,10020,201706,201609,LONG Pure,3330,2968,2798,1,1,11,3,93,201205,5,2012,9,2016,6,2017,9,61,12.2,5.7,12.2,5.7,2.5011707935,1.7453250188,8
869,10020,201706,201705,LONG Pure,3485,2968,3460,1,1,11,3,93,201205,5,2012,5,2017,6,2017,1,61,17.4,16.6,17.4,16.6,2.8575694562,2.8080052982,8
885,10020,201708,201706,LONG Pure,2532,2960,2486,1,1,11,3,93,201205,5,2012,6,2017,8,2017,2,63,14.5,16.0,14.5,16.0,2.6713488343,2.7734329604,8
900,10020,201710,201702,LONG Pure,2192,2711,2300,1,1,11,3,93,201205,5,2012,2,2017,10,2017,8,65,19.1,15.2,19.1,15.2,2.9520012197,2.718690551,8
923,10020,201712,201702,LONG Pure,2330,3340,2498,1,1,11,3,93,201205,5,2012,2,2017,12,2017,10,67,30.2,25.2,30.2,25.2,3.4091497099,3.2272241143,8
953,10020,201803,201708,LONG Pure,5057,5772,5394,1,1,11,3,93,201205,5,2012,8,2017,3,2018,7,70,12.4,6.5,12.4,6.5,2.5166788088,1.8792904617,9
955,10020,201803,201710,LONG Pure,5407,5772,5198,1,1,11,3,93,201205,5,2012,10,2017,3,2018,5,70,6.3,9.9,6.3,9.9,1.8442936197,2.2970256624,9
962,10020,201804,201708,LONG Pure,5926,5326,5392,1,1,11,3,93,201205,5,2012,8,2017,4,2018,8,71,11.3,1.2,11.3,1.2,2.4217440748,0.2144691616,9
974,10020,201805,201710,LONG Pure,4365,3175,4929,1,1,11,3,93,201205,5,2012,10,2017,5,2018,7,72,37.5,55.2,37.5,55.2,3.6238158608,4.0117614476,9
1002,10032,201109,201106,SHORT ShiftLevel,358,686,810,1,1,11,3,45,201010,10,2010,6,2011,9,2011,3,11,47.8,18.1,47.8,18.1,3.8673061666,2.8945741239,2
1006,10032,201110,201107,SHORT ShiftLevel,336,726,774,1,1,11,3,45,201010,10,2010,7,2011,10,2011,3,12,53.7,6.6,53.7,6.6,3.9837669103,1.8888211821,2
1038,10032,201206,201205,LONG Pure,329,477,853,1,1,11,3,45,201010,10,2010,5,2012,6,2012,1,20,31.0,78.8,31.0,78.8,3.4348659689,4.3672428385,3
1052,10032,201210,201208,LONG Pure,891,1009,807,1,1,11,3,45,201010,10,2010,8,2012,10,2012,2,24,11.7,20.0,11.7,20.0,2.4591397901,2.996722863,3
1055,10032,201211,201207,LONG Pure,1050,1031,770,1,1,11,3,45,201010,10,2010,7,2012,11,2012,4,25,1.8,25.3,1.8,25.3,0.6113246811,3.2314061093,3
1121,10032,201310,201305,LONG Pure,901,394,596,1,1,11,3,45,201010,10,2010,5,2013,10,2013,5,36,128.7,51.3,128.7,51.3,4.8573302803,3.9370869741,4
1129,10032,201311,201306,LONG Pure,756,409,516,1,1,11,3,45,201010,10,2010,6,2013,11,2013,5,37,84.8,26.2,84.8,26.2,4.4407798099,3.2642838644,4
1140,10032,201312,201309,LONG Pure,355,437,350,1,1,11,3,45,201010,10,2010,9,2013,12,2013,3,38,18.8,19.9,18.8,19.9,2.9319562382,2.9911451095,4
1145,10032,201401,201311,LONG Pure,639,713,378,1,1,11,3,45,201010,10,2010,11,2013,1,2014,2,39,10.4,47.0,10.4,47.0,2.3397538588,3.8498192974,5
1158,10032,201404,201309,LONG Pure,107,461,438,1,1,11,3,45,201010,10,2010,9,2013,4,2014,7,42,76.8,5.0,76.8,5.0,4.3410690561,1.6072663589,5
1174,10036,201701,201609,SHORT XT,1498,2034,1790,1,1,11,3,158,201612,12,2016,9,2016,1,2017,4,1,26.4,12.0,26.4,12.0,3.2715447705,2.4845788347,8
1181,10036,201706,201703,SHORT ShiftLevel,555,153,354,1,1,11,3,158,201612,12,2016,3,2017,6,2017,3,6,262.7,131.4,262.7,131.4,5.5711843532,4.8780371727,8
1182,10036,201706,201704,SHORT ShiftLevel,429,153,312,1,1,11,3,158,201612,12,2016,4,2017,6,2017,2,6,180.4,103.9,180.4,103.9,5.1951331303,4.6436364668,8
1193,10036,201709,201703,SHORT ShiftLevel,371,223,230,1,1,11,3,158,201612,12,2016,3,2017,9,2017,6,9,66.4,3.1,66.4,3.1,4.1952106883,1.1439085636,8
1207,10036,201711,201704,SHORT ShiftLevel,341,204,258,1,1,11,3,158,201612,12,2016,4,2017,11,2017,7,11,67.2,26.5,67.2,26.5,4.207031118,3.2760342387,8
1260,10036,201804,201708,SHORT ShiftLevel,288,406,248,1,1,11,3,158,201612,12,2016,8,2017,4,2018,8,16,29.1,38.9,29.1,38.9,3.3695016509,3.6614120594,9
1261,10036,201804,201709,SHORT ShiftLevel,286,406,231,1,1,11,3,158,201612,12,2016,9,2017,4,2018,7,16,29.6,43.1,29.6,43.1,3.3863087692,3.7636030003,9
1288,10039,201106,201105,LONG DownTrend,893,1124,984,1,1,11,8,148,199207,7,1992,5,2011,6,2011,1,120,20.6,12.5,20.6,12.5,3.0229388661,2.5221635781,2
1292,10039,201108,201104,LONG DownTrend,737,1095,901,1,1,11,8,148,199207,7,1992,4,2011,8,2011,4,120,32.7,17.7,32.7,17.7,3.4871935301,2.8745187028,2
1303,10039,201110,201109,LONG DownTrend,1068,1658,2085,1,1,11,8,148,199207,7,1992,9,2011,10,2011,1,120,35.6,25.8,35.6,25.8,3.5719253872,3.2485868635,2
1306,10039,201111,201108,LONG DownTrend,1082,862,1056,1,1,11,8,148,199207,7,1992,8,2011,11,2011,3,120,25.5,22.5,25.5,22.5,3.2395424617,3.1137730744,2
1334,10039,201203,201110,LONG DownTrend,1794,1208,1735,1,1,11,8,148,199207,7,1992,10,2011,3,2012,5,120,48.5,43.6,48.5,43.6,3.8817685971,3.775649356,3
1338,10039,201203,201202,LONG DownTrend,1683,1208,1392,1,1,11,8,148,199207,7,1992,2,2012,3,2012,1,120,39.3,15.2,39.3,15.2,3.6717636115,2.7233845651,3
1350,10039,201205,201107,LONG DownTrend,1624,1293,1410,1,1,11,8,148,199207,7,1992,7,2011,5,2012,10,120,25.6,9.0,25.6,9.0,3.2425681826,2.202623742,3
1356,10039,201205,201201,LONG DownTrend,1317,1293,1788,1,1,11,8,148,199207,7,1992,1,2012,5,2012,4,120,1.9,38.3,1.9,38.3,0.6185036376,3.6450075698,3
1361,10039,201206,201107,LONG DownTrend,764,873,866,1,1,11,8,148,199207,7,1992,7,2011,6,2012,11,120,12.5,0.8,12.5,0.8,2.5245825124,-0.220855221,3
1362,10039,201206,201108,LONG DownTrend,1170,873,869,1,1,11,8,148,199207,7,1992,8,2011,6,2012,10,120,34.0,0.5,34.0,0.5,3.526966769,-0.780471009,3
1363,10039,201206,201109,LONG DownTrend,1137,873,710,1,1,11,8,148,199207,7,1992,9,2011,6,2012,9,120,30.2,18.7,30.2,18.7,3.4091837333,2.926984831,3
1367,10039,201206,201201,LONG DownTrend,984,873,856,1,1,11,8,148,199207,7,1992,1,2012,6,2012,5,120,12.7,1.9,12.7,1.9,2.5427648315,0.6664479742,3
1383,10039,201209,201205,LONG DownTrend,1175,879,1353,1,1,11,8,148,199207,7,1992,5,2012,9,2012,4,120,33.7,53.9,33.7,53.9,3.5167447426,3.98759261,3
1401,10039,201212,201208,LONG DownTrend,961,2592,941,1,1,11,8,148,199207,7,1992,8,2012,12,2012,4,120,62.9,63.7,62.9,63.7,4.1419337311,4.1541215724,3
1419,10039,201302,201211,LONG XT,920,830,918,1,1,11,8,148,199207,7,1992,11,2012,2,2013,3,120,10.8,10.6,10.8,10.6,2.3835541555,2.3610812997,4
1441,10039,201304,201302,LONG XT,2144,1663,1524,1,1,11,8,148,199207,7,1992,2,2013,4,2013,2,120,28.9,8.4,28.9,8.4,3.3646589769,2.1232656399,4
1460,10039,201306,201210,LONG XT,975,838,962,1,1,11,8,148,199207,7,1992,10,2012,6,2013,8,120,16.3,14.8,16.3,14.8,2.7941330113,2.6944336511,4
1477,10039,201309,201306,LONG Pure,1164,885,1049,1,1,11,8,148,199207,7,1992,6,2013,9,2013,3,120,31.5,18.5,31.5,18.5,3.4507943228,2.9194489688,4
1480,10039,201310,201305,LONG XT,1514,666,929,1,1,11,8,148,199207,7,1992,5,2013,10,2013,5,120,127.3,39.5,127.3,39.5,4.8467611512,3.6760345476,4
1485,10039,201311,201305,LONG XT,1521,799,945,1,1,11,8,148,199207,7,1992,5,2013,11,2013,6,120,90.4,18.3,90.4,18.3,4.5038343791,2.9054158619,4
1488,10039,201311,201308,LONG Pure,740,799,771,1,1,11,8,148,199207,7,1992,8,2013,11,2013,3,120,7.4,3.5,7.4,3.5,1.9993466841,1.2540137504,4
1490,10039,201311,201310,LONG Pure,785,799,619,1,1,11,8,148,199207,7,1992,10,2013,11,2013,1,120,1.8,22.5,1.8,22.5,0.5608665698,3.1147660911,4
1493,10039,201312,201307,LONG Pure,1011,880,1105,1,1,11,8,148,199207,7,1992,7,2013,12,2013,5,120,14.9,25.6,14.9,25.6,2.7004456017,3.2413486807,4
1524,10039,201403,201402,LONG Pure,1267,1340,890,1,1,11,8,148,199207,7,1992,2,2014,3,2014,1,120,5.4,33.6,5.4,33.6,1.6952047342,3.5139928758,5
1557,10039,201406,201402,LONG Pure,711,1219,819,1,1,11,8,148,199207,7,1992,2,2014,6,2014,4,120,41.7,32.8,41.7,32.8,3.7298655041,3.4908486036,5
1558,10039,201406,201403,LONG Pure,755,1219,789,1,1,11,8,148,199207,7,1992,3,2014,6,2014,3,120,38.1,35.3,38.1,35.3,3.6392686087,3.5631692652,5
1577,10039,201409,201405,LONG Pure,988,852,541,1,1,11,8,148,199207,7,1992,5,2014,9,2014,4,120,16.0,36.5,16.0,36.5,2.7702385449,3.5973765713,5
1586,10039,201410,201408,LONG Pure,761,660,602,1,1,11,8,148,199207,7,1992,8,2014,10,2014,2,120,15.3,8.8,15.3,8.8,2.7280508678,2.1733733615,5
1590,10039,201411,201405,LONG Pure,817,664,560,1,1,11,8,148,199207,7,1992,5,2014,11,2014,6,120,23.0,15.7,23.0,15.7,3.1373259579,2.7512789357,5
1624,10039,201502,201412,LONG Pure,754,735,633,1,1,11,8,148,199207,7,1992,12,2014,2,2015,2,120,2.6,13.9,2.6,13.9,0.9497386659,2.6302725001,6
1635,10039,201503,201412,LONG Pure,1069,1522,1062,1,1,11,8,148,199207,7,1992,12,2014,3,2015,3,120,29.8,30.2,29.8,30.2,3.393281773,3.408616137,6
1649,10039,201504,201502,LONG Pure,1249,1218,1341,1,1,11,8,148,199207,7,1992,2,2015,4,2015,2,120,2.5,10.1,2.5,10.1,0.9341919422,2.3123890931,6
1660,10039,201505,201412,LONG Pure,1217,1417,1208,1,1,11,8,148,199207,7,1992,12,2014,5,2015,5,120,14.1,14.7,14.1,14.7,2.6471903128,2.6912071983,6
1663,10039,201505,201503,LONG Pure,1300,1417,1144,1,1,11,8,148,199207,7,1992,3,2015,5,2015,2,120,8.3,19.3,8.3,19.3,2.1110468811,2.9583447415,6
1664,10039,201505,201504,LONG Pure,1443,1417,1411,1,1,11,8,148,199207,7,1992,4,2015,5,2015,1,120,1.8,0.4,1.8,0.4,0.6069694843,-0.859367584,6
1684,10039,201507,201411,LONG Pure,886,1628,780,1,1,11,8,148,199207,7,1992,11,2014,7,2015,8,120,45.6,52.1,45.6,52.1,3.8194118826,3.9529432752,6
1699,10039,201508,201502,LONG Pure,535,763,779,1,1,11,8,148,199207,7,1992,2,2015,8,2015,6,120,29.9,2.1,29.9,2.1,3.3972577837,0.7405008769,6
1722,10039,201511,201501,LONG Pure,768,736,597,1,1,11,8,148,199207,7,1992,1,2015,11,2015,10,120,4.3,18.9,4.3,18.9,1.4696759701,2.9384140004,6
1732,10039,201512,201501,LONG Pure,778,843,533,1,1,11,8,148,199207,7,1992,1,2015,12,2015,11,120,7.7,36.8,7.7,36.8,2.0425904979,3.6047755255,6
1733,10039,201512,201502,LONG Pure,687,843,575,1,1,11,8,148,199207,7,1992,2,2015,12,2015,10,120,18.5,31.8,18.5,31.8,2.9180592352,3.4591902085,6
1735,10039,201512,201504,LONG Pure,852,843,584,1,1,11,8,148,199207,7,1992,4,2015,12,2015,8,120,1.1,30.7,1.1,30.7,0.0654278053,3.4250312897,6
1737,10039,201512,201506,LONG Pure,864,843,535,1,1,11,8,148,199207,7,1992,6,2015,12,2015,6,120,2.5,36.5,2.5,36.5,0.9127256657,3.598303011,6
1738,10039,201512,201507,LONG Pure,840,843,532,1,1,11,8,148,199207,7,1992,7,2015,12,2015,5,120,0.4,36.9,0.4,36.9,-1.033184483,3.6079961402,6
1742,10039,201512,201511,LONG Pure,815,843,591,1,1,11,8,148,199207,7,1992,11,2015,12,2015,1,120,3.3,29.9,3.3,29.9,1.2004077382,3.3976323155,6
1750,10039,201601,201508,LONG Pure,960,662,605,1,1,11,8,148,199207,7,1992,8,2015,1,2016,5,120,45.0,8.6,45.0,8.6,3.8069981166,2.1529558979,7
1755,10039,201602,201501,LONG Pure,683,706,584,1,1,11,8,148,199207,7,1992,1,2015,2,2016,13,120,3.3,17.3,3.3,17.3,1.1810491644,2.8495759932,7
1767,10039,201602,201601,LONG Pure,738,706,624,1,1,11,8,148,199207,7,1992,1,2016,2,2016,1,120,4.5,11.6,4.5,11.6,1.5112908513,2.4522741958,7
1768,10039,201603,201501,LONG Pure,909,1117,856,1,1,11,8,148,199207,7,1992,1,2015,3,2016,14,120,18.6,23.4,18.6,23.4,2.9243064666,3.1512887942,7
1814,10039,201606,201502,LONG Pure,717,626,542,1,1,11,8,148,199207,7,1992,2,2015,6,2016,16,120,14.5,13.4,14.5,13.4,2.6766793214,2.5966366137,7
1818,10039,201606,201506,LONG Pure,784,626,500,1,1,11,8,148,199207,7,1992,6,2015,6,2016,12,120,25.2,20.1,25.2,20.1,3.2284148479,3.0021017218,7
1826,10039,201606,201602,LONG Pure,913,626,929,1,1,11,8,148,199207,7,1992,2,2016,6,2016,4,120,45.8,48.4,45.8,48.4,3.8253020306,3.8795526204,7
1858,10039,201608,201602,LONG Pure,566,549,800,1,1,11,8,148,199207,7,1992,2,2016,8,2016,6,120,3.1,45.7,3.1,45.7,1.1302850885,3.8225246836,7
1862,10039,201608,201606,LONG Pure,677,549,715,1,1,11,8,148,199207,7,1992,6,2016,8,2016,2,120,23.3,30.2,23.3,30.2,3.1491020084,3.4090595328,7
1864,10039,201609,201601,LONG Pure,759,595,798,1,1,11,8,148,199207,7,1992,1,2016,9,2016,8,120,27.6,34.1,27.6,34.1,3.3164752083,3.5298147595,7
