Year,Population,Metro Area
2013-12-31 00:00:00,2280585,"San Antonio, TX"
2004-12-31 00:00:00,2278313,"Edison, NJ"
1999-12-31 00:00:00,2278169,"Tampa-St. Petersburg-Clearwater, FL"
1972-12-31 00:00:00,2277600,"Cleveland-Elyria-Mentor, OH"
2002-12-31 00:00:00,2276250,"Denver-Aurora, CO"
1987-12-31 00:00:00,2275309,"San Diego-Carlsbad-San Marcos, CA"
1981-12-31 00:00:00,2275169,"Detroit-Livonia-Dearborn, MI"
1983-12-31 00:00:00,2274681,"Minneapolis-St. Paul-Bloomington, MN-WI"
1997-12-31 00:00:00,2271696,"Oakland-Fremont-Hayward, CA"
2013-12-31 00:00:00,2270479,"Orlando, FL"
1988-12-31 00:00:00,2267166,"Riverside-San Bernardino-Ontario, CA"
1973-12-31 00:00:00,2266100,"Cleveland-Elyria-Mentor, OH"
2015-12-31 00:00:00,2264065,"Sacramento--Arden-Arcade--Roseville, CA"
2011-12-31 00:00:00,2262637,"Portland-Vancouver-Beaverton, OR-WA"
1999-12-31 00:00:00,2261444,"Seattle-Bellevue-Everett, WA"
2003-12-31 00:00:00,2261227,"Edison, NJ"
1982-12-31 00:00:00,2259935,"Minneapolis-St. Paul-Bloomington, MN-WI"
2000-12-31 00:00:00,2258765,"Miami-Miami Beach-Kendall, FL"
1985-12-31 00:00:00,2255970,"Baltimore-Towson, MD"
1994-12-31 00:00:00,2255310,"Warren-Farmington Hills-Troy, MI"
1998-12-31 00:00:00,2254405,"Tampa-St. Petersburg-Clearwater, FL"
2013-12-31 00:00:00,2248508,"Fort Worth-Arlington, TX"
1974-12-31 00:00:00,2247600,"Cleveland-Elyria-Mentor, OH"
2001-12-31 00:00:00,2246785,"Denver-Aurora, CO"
1990-12-31 00:00:00,2245805,"Phoenix-Mesa-Scottsdale, AZ"
1984-12-31 00:00:00,2244735,"Baltimore-Towson, MD"
2009-12-31 00:00:00,2241841,"Portland-Vancouver-Beaverton, OR-WA"
1998-12-31 00:00:00,2239816,"Seattle-Bellevue-Everett, WA"
2002-12-31 00:00:00,2239519,"Edison, NJ"
1975-12-31 00:00:00,2237500,"Cleveland-Elyria-Mentor, OH"
2012-12-31 00:00:00,2237358,"San Antonio, TX"
2014-12-31 00:00:00,2236623,"Sacramento--Arden-Arcade--Roseville, CA"
1981-12-31 00:00:00,2234654,"Minneapolis-St. Paul-Bloomington, MN-WI"
1996-12-31 00:00:00,2233017,"Oakland-Fremont-Hayward, CA"
1982-12-31 00:00:00,2231999,"Detroit-Livonia-Dearborn, MI"
2018-12-31 00:00:00,2231647,"Las Vegas-Paradise, NV"
1993-12-31 00:00:00,2230126,"Warren-Farmington Hills-Troy, MI"
1986-12-31 00:00:00,2228895,"Santa Ana-Anaheim-Irvine, CA"
1983-12-31 00:00:00,2228439,"Baltimore-Towson, MD"
2010-12-31 00:00:00,2226009,"Portland-Vancouver-Beaverton, OR-WA"
2012-12-31 00:00:00,2225779,"Orlando, FL"
1997-12-31 00:00:00,2225002,"Tampa-St. Petersburg-Clearwater, FL"
1978-12-31 00:00:00,2224000,"Atlanta-Sandy Springs-Marietta, GA"
1983-12-31 00:00:00,2222329,"Dallas-Plano-Irving, TX"
1982-12-31 00:00:00,2220748,"Baltimore-Towson, MD"
1976-12-31 00:00:00,2219900,"Cleveland-Elyria-Mentor, OH"
1989-12-31 00:00:00,2217530,"Phoenix-Mesa-Scottsdale, AZ"
2012-12-31 00:00:00,2215652,"Fort Worth-Arlington, TX"
1981-12-31 00:00:00,2214413,"Baltimore-Towson, MD"
1977-12-31 00:00:00,2213600,"Cleveland-Elyria-Mentor, OH"
2013-12-31 00:00:00,2211060,"Sacramento--Arden-Arcade--Roseville, CA"
2001-12-31 00:00:00,2210150,"Edison, NJ"
1995-12-31 00:00:00,2209704,"Oakland-Fremont-Hayward, CA"
1979-12-31 00:00:00,2209200,"Baltimore-Towson, MD"
1978-12-31 00:00:00,2206900,"Cleveland-Elyria-Mentor, OH"
2018-12-31 00:00:00,2205908,"Cincinnati-Middletown, OH-KY-IN"
1978-12-31 00:00:00,2204300,"Baltimore-Towson, MD"
1992-12-31 00:00:00,2203966,"Warren-Farmington Hills-Troy, MI"
2008-12-31 00:00:00,2203745,"Portland-Vancouver-Beaverton, OR-WA"
1977-12-31 00:00:00,2201900,"Baltimore-Towson, MD"
1970-12-31 00:00:00,2201849,"Houston-Baytown-Sugar Land, TX"
1997-12-31 00:00:00,2200858,"Seattle-Bellevue-Everett, WA"
1983-12-31 00:00:00,2199498,"Detroit-Livonia-Dearborn, MI"
1980-12-31 00:00:00,2199497,"Baltimore-Towson, MD"
1980-12-31 00:00:00,2198190,"Minneapolis-St. Paul-Bloomington, MN-WI"
1986-12-31 00:00:00,2196834,"San Diego-Carlsbad-San Marcos, CA"
1994-12-31 00:00:00,2196231,"Oakland-Fremont-Hayward, CA"
2017-12-31 00:00:00,2195435,"Cincinnati-Middletown, OH-KY-IN"
1996-12-31 00:00:00,2195269,"Tampa-St. Petersburg-Clearwater, FL"
2000-12-31 00:00:00,2194022,"Denver-Aurora, CO"
2011-12-31 00:00:00,2193881,"San Antonio, TX"
2012-12-31 00:00:00,2190556,"Sacramento--Arden-Arcade--Roseville, CA"
1976-12-31 00:00:00,2189000,"Baltimore-Towson, MD"
1993-12-31 00:00:00,2185468,"Oakland-Fremont-Hayward, CA"
1979-12-31 00:00:00,2184600,"Cleveland-Elyria-Mentor, OH"
1975-12-31 00:00:00,2184300,"Baltimore-Towson, MD"
2016-12-31 00:00:00,2183897,"Cincinnati-Middletown, OH-KY-IN"
1977-12-31 00:00:00,2183500,"Atlanta-Sandy Springs-Marietta, GA"
2017-12-31 00:00:00,2183310,"Las Vegas-Paradise, NV"
2000-12-31 00:00:00,2182433,"Edison, NJ"
1984-12-31 00:00:00,2181158,"Detroit-Livonia-Dearborn, MI"
1974-12-31 00:00:00,2179400,"Baltimore-Towson, MD"
2011-12-31 00:00:00,2178074,"Fort Worth-Arlington, TX"
2011-12-31 00:00:00,2175958,"Orlando, FL"
1999-12-31 00:00:00,2175634,"Miami-Miami Beach-Kendall, FL"
1995-12-31 00:00:00,2175213,"Tampa-St. Petersburg-Clearwater, FL"
1980-12-31 00:00:00,2173734,"Cleveland-Elyria-Mentor, OH"
2018-12-31 00:00:00,2173508,"Newark-Union, NJ-PA"
2015-12-31 00:00:00,2173407,"Cincinnati-Middletown, OH-KY-IN"
1991-12-31 00:00:00,2173012,"Warren-Farmington Hills-Troy, MI"
2011-12-31 00:00:00,2172928,"Sacramento--Arden-Arcade--Roseville, CA"
1985-12-31 00:00:00,2172791,"Detroit-Livonia-Dearborn, MI"
1985-12-31 00:00:00,2171930,"Santa Ana-Anaheim-Irvine, CA"
2009-12-31 00:00:00,2171896,"Cincinnati-Middletown, OH-KY-IN"
2018-12-31 00:00:00,2169282,"Kansas City, MO-KS"
2018-12-31 00:00:00,2168316,"Austin-Round Rock, TX"
1986-12-31 00:00:00,2168060,"Detroit-Livonia-Dearborn, MI"
1973-12-31 00:00:00,2167800,"Baltimore-Towson, MD"
1979-12-31 00:00:00,2167700,"Minneapolis-St. Paul-Bloomington, MN-WI"
1992-12-31 00:00:00,2166953,"Oakland-Fremont-Hayward, CA"
2017-12-31 00:00:00,2166742,"Newark-Union, NJ-PA"
2014-12-31 00:00:00,2163929,"Cincinnati-Middletown, OH-KY-IN"
2007-12-31 00:00:00,2163577,"Portland-Vancouver-Beaverton, OR-WA"
1988-12-31 00:00:00,2162647,"Phoenix-Mesa-Scottsdale, AZ"
1981-12-31 00:00:00,2162129,"Cleveland-Elyria-Mentor, OH"
2016-12-31 00:00:00,2161630,"Newark-Union, NJ-PA"
1987-12-31 00:00:00,2161103,"Detroit-Livonia-Dearborn, MI"
2015-12-31 00:00:00,2159049,"Newark-Union, NJ-PA"
2008-12-31 00:00:00,2158643,"Cincinnati-Middletown, OH-KY-IN"
2014-12-31 00:00:00,2158323,"Newark-Union, NJ-PA"
2013-12-31 00:00:00,2157243,"Newark-Union, NJ-PA"
1996-12-31 00:00:00,2156332,"Seattle-Bellevue-Everett, WA"
1994-12-31 00:00:00,2154044,"Tampa-St. Petersburg-Clearwater, FL"
2012-12-31 00:00:00,2153775,"Newark-Union, NJ-PA"
2013-12-31 00:00:00,2153655,"Cincinnati-Middletown, OH-KY-IN"
1982-12-31 00:00:00,2153251,"Dallas-Plano-Irving, TX"
2017-12-31 00:00:00,2152916,"Kansas City, MO-KS"
2011-12-31 00:00:00,2152867,"Newark-Union, NJ-PA"
1972-12-31 00:00:00,2152200,"Baltimore-Towson, MD"
1998-12-31 00:00:00,2150877,"Miami-Miami Beach-Kendall, FL"
1982-12-31 00:00:00,2150690,"Cleveland-Elyria-Mentor, OH"
2010-12-31 00:00:00,2149127,"Sacramento--Arden-Arcade--Roseville, CA"
2007-12-31 00:00:00,2148315,"Cincinnati-Middletown, OH-KY-IN"
2000-12-31 00:00:00,2147948,"Cleveland-Elyria-Mentor, OH"
2010-12-31 00:00:00,2147727,"Newark-Union, NJ-PA"
1983-12-31 00:00:00,2146550,"Cleveland-Elyria-Mentor, OH"
2001-12-31 00:00:00,2144528,"Cleveland-Elyria-Mentor, OH"
2012-12-31 00:00:00,2144011,"Cincinnati-Middletown, OH-KY-IN"
1978-12-31 00:00:00,2143600,"Minneapolis-St. Paul-Bloomington, MN-WI"
1990-12-31 00:00:00,2143016,"Warren-Farmington Hills-Troy, MI"
2010-12-31 00:00:00,2142508,"San Antonio, TX"
1976-12-31 00:00:00,2141800,"Atlanta-Sandy Springs-Marietta, GA"
1984-12-31 00:00:00,2141290,"Cleveland-Elyria-Mentor, OH"
2002-12-31 00:00:00,2140552,"Cleveland-Elyria-Mentor, OH"
2016-12-31 00:00:00,2140547,"Las Vegas-Paradise, NV"
2011-12-31 00:00:00,2137987,"Cincinnati-Middletown, OH-KY-IN"
1991-12-31 00:00:00,2137476,"Oakland-Fremont-Hayward, CA"
1996-12-31 00:00:00,2137302,"Detroit-Livonia-Dearborn, MI"
1988-12-31 00:00:00,2136061,"Detroit-Livonia-Dearborn, MI"
2003-12-31 00:00:00,2136026,"Cleveland-Elyria-Mentor, OH"
2010-12-31 00:00:00,2136022,"Fort Worth-Arlington, TX"
2010-12-31 00:00:00,2134411,"Orlando, FL"
1993-12-31 00:00:00,2132804,"Tampa-St. Petersburg-Clearwater, FL"
2016-12-31 00:00:00,2132412,"Kansas City, MO-KS"
1997-12-31 00:00:00,2132112,"Miami-Miami Beach-Kendall, FL"
1971-12-31 00:00:00,2132000,"Baltimore-Towson, MD"
1985-12-31 00:00:00,2131240,"Cleveland-Elyria-Mentor, OH"
1995-12-31 00:00:00,2131160,"Detroit-Livonia-Dearborn, MI"
1995-12-31 00:00:00,2130938,"Cleveland-Elyria-Mentor, OH"
1996-12-31 00:00:00,2130821,"Cleveland-Elyria-Mentor, OH"
1994-12-31 00:00:00,2130716,"Cleveland-Elyria-Mentor, OH"
2010-12-31 00:00:00,2130151,"Cincinnati-Middletown, OH-KY-IN"
2004-12-31 00:00:00,2128958,"Cleveland-Elyria-Mentor, OH"
1995-12-31 00:00:00,2128683,"Seattle-Bellevue-Everett, WA"
1993-12-31 00:00:00,2128322,"Cleveland-Elyria-Mentor, OH"
1997-12-31 00:00:00,2128113,"Detroit-Livonia-Dearborn, MI"
2009-12-31 00:00:00,2127355,"Sacramento--Arden-Arcade--Roseville, CA"
2009-12-31 00:00:00,2126269,"Newark-Union, NJ-PA"
1997-12-31 00:00:00,2126219,"Cleveland-Elyria-Mentor, OH"
1985-12-31 00:00:00,2126090,"San Diego-Carlsbad-San Marcos, CA"
1993-12-31 00:00:00,2125818,"Detroit-Livonia-Dearborn, MI"
1994-12-31 00:00:00,2125532,"Detroit-Livonia-Dearborn, MI"
2006-12-31 00:00:00,2123960,"Portland-Vancouver-Beaverton, OR-WA"
2003-12-31 00:00:00,2123768,"Newark-Union, NJ-PA"
1984-12-31 00:00:00,2123362,"Santa Ana-Anaheim-Irvine, CA"
2004-12-31 00:00:00,2123113,"Newark-Union, NJ-PA"
1992-12-31 00:00:00,2122931,"Detroit-Livonia-Dearborn, MI"
1977-12-31 00:00:00,2122900,"Minneapolis-St. Paul-Bloomington, MN-WI"
2006-12-31 00:00:00,2122711,"Cincinnati-Middletown, OH-KY-IN"
1992-12-31 00:00:00,2122597,"Cleveland-Elyria-Mentor, OH"
1989-12-31 00:00:00,2122313,"Detroit-Livonia-Dearborn, MI"
1987-12-31 00:00:00,2122256,"Riverside-San Bernardino-Ontario, CA"
1998-12-31 00:00:00,2121415,"Cleveland-Elyria-Mentor, OH"
2009-12-31 00:00:00,2121231,"Fort Worth-Arlington, TX"
1986-12-31 00:00:00,2120606,"Cleveland-Elyria-Mentor, OH"
2002-12-31 00:00:00,2119452,"Newark-Union, NJ-PA"
2005-12-31 00:00:00,2118859,"Newark-Union, NJ-PA"
2005-12-31 00:00:00,2118249,"Cleveland-Elyria-Mentor, OH"
1999-12-31 00:00:00,2117837,"Cleveland-Elyria-Mentor, OH"
2008-12-31 00:00:00,2117049,"Newark-Union, NJ-PA"
1975-12-31 00:00:00,2116700,"Atlanta-Sandy Springs-Marietta, GA"
1998-12-31 00:00:00,2116540,"Detroit-Livonia-Dearborn, MI"
1991-12-31 00:00:00,2116179,"Detroit-Livonia-Dearborn, MI"
1989-12-31 00:00:00,2115591,"Warren-Farmington Hills-Troy, MI"
2017-12-31 00:00:00,2115230,"Austin-Round Rock, TX"
2006-12-31 00:00:00,2115098,"Newark-Union, NJ-PA"
1999-12-31 00:00:00,2115016,"Edison, NJ"
1990-12-31 00:00:00,2115001,"Oakland-Fremont-Hayward, CA"
2007-12-31 00:00:00,2114338,"Newark-Union, NJ-PA"
1987-12-31 00:00:00,2113892,"Cleveland-Elyria-Mentor, OH"
1992-12-31 00:00:00,2113572,"Tampa-St. Petersburg-Clearwater, FL"
1991-12-31 00:00:00,2113056,"Cleveland-Elyria-Mentor, OH"
1976-12-31 00:00:00,2112300,"Minneapolis-St. Paul-Bloomington, MN-WI"
2015-12-31 00:00:00,2111448,"Kansas City, MO-KS"
2001-12-31 00:00:00,2110530,"Newark-Union, NJ-PA"
1990-12-31 00:00:00,2108809,"Detroit-Livonia-Dearborn, MI"
1996-12-31 00:00:00,2107360,"Miami-Miami Beach-Kendall, FL"
1999-12-31 00:00:00,2106495,"Detroit-Livonia-Dearborn, MI"
2006-12-31 00:00:00,2106336,"Cleveland-Elyria-Mentor, OH"
1994-12-31 00:00:00,2105686,"Seattle-Bellevue-Everett, WA"
1989-12-31 00:00:00,2103702,"Cleveland-Elyria-Mentor, OH"
1990-12-31 00:00:00,2103367,"Cleveland-Elyria-Mentor, OH"
1987-12-31 00:00:00,2102571,"Phoenix-Mesa-Scottsdale, AZ"
2005-12-31 00:00:00,2102422,"Cincinnati-Middletown, OH-KY-IN"
1988-12-31 00:00:00,2102075,"Cleveland-Elyria-Mentor, OH"
2008-12-31 00:00:00,2101138,"Sacramento--Arden-Arcade--Roseville, CA"
2000-12-31 00:00:00,2100567,"Newark-Union, NJ-PA"
2007-12-31 00:00:00,2099185,"Cleveland-Elyria-Mentor, OH"
1991-12-31 00:00:00,2098618,"Tampa-St. Petersburg-Clearwater, FL"
1974-12-31 00:00:00,2098300,"Atlanta-Sandy Springs-Marietta, GA"
1975-12-31 00:00:00,2098200,"Minneapolis-St. Paul-Bloomington, MN-WI"
2015-12-31 00:00:00,2098105,"Las Vegas-Paradise, NV"
1988-12-31 00:00:00,2098022,"Warren-Farmington Hills-Troy, MI"
2014-12-31 00:00:00,2094912,"Kansas City, MO-KS"
2008-12-31 00:00:00,2094051,"Cleveland-Elyria-Mentor, OH"
2009-12-31 00:00:00,2091286,"Cleveland-Elyria-Mentor, OH"
1974-12-31 00:00:00,2089600,"Minneapolis-St. Paul-Bloomington, MN-WI"
1970-12-31 00:00:00,2089438,"Baltimore-Towson, MD"
1983-12-31 00:00:00,2088886,"Santa Ana-Anaheim-Irvine, CA"
1998-12-31 00:00:00,2088230,"Edison, NJ"
1993-12-31 00:00:00,2086613,"Seattle-Bellevue-Everett, WA"
1981-12-31 00:00:00,2084667,"Dallas-Plano-Irving, TX"
2005-12-31 00:00:00,2084053,"Portland-Vancouver-Beaverton, OR-WA"
2004-12-31 00:00:00,2083905,"Cincinnati-Middletown, OH-KY-IN"
2009-12-31 00:00:00,2082421,"Orlando, FL"
1987-12-31 00:00:00,2080391,"Warren-Farmington Hills-Troy, MI"
2013-12-31 00:00:00,2079669,"Kansas City, MO-KS"
2010-12-31 00:00:00,2077240,"Cleveland-Elyria-Mentor, OH"
1990-12-31 00:00:00,2075572,"Tampa-St. Petersburg-Clearwater, FL"
2007-12-31 00:00:00,2075119,"Sacramento--Arden-Arcade--Roseville, CA"
2008-12-31 00:00:00,2074401,"Fort Worth-Arlington, TX"
2009-12-31 00:00:00,2072128,"San Antonio, TX"
1973-12-31 00:00:00,2070300,"Minneapolis-St. Paul-Bloomington, MN-WI"
2011-12-31 00:00:00,2068801,"Cleveland-Elyria-Mentor, OH"
2009-12-31 00:00:00,2067585,"Kansas City, MO-KS"
2014-12-31 00:00:00,2067459,"Cleveland-Elyria-Mentor, OH"
2013-12-31 00:00:00,2067127,"Cleveland-Elyria-Mentor, OH"
1995-12-31 00:00:00,2066532,"Miami-Miami Beach-Kendall, FL"
1984-12-31 00:00:00,2066419,"San Diego-Carlsbad-San Marcos, CA"
2003-12-31 00:00:00,2066256,"Cincinnati-Middletown, OH-KY-IN"
2012-12-31 00:00:00,2064716,"Cleveland-Elyria-Mentor, OH"
2012-12-31 00:00:00,2064391,"Kansas City, MO-KS"
2015-12-31 00:00:00,2064284,"Cleveland-Elyria-Mentor, OH"
1997-12-31 00:00:00,2063199,"Edison, NJ"
2018-12-31 00:00:00,2062992,"Charlotte-Gastonia-Concord, NC-SC"
2016-12-31 00:00:00,2062211,"Austin-Round Rock, TX"
2016-12-31 00:00:00,2061527,"Cleveland-Elyria-Mentor, OH"
2008-12-31 00:00:00,2060968,"Orlando, FL"
2001-12-31 00:00:00,2059824,"Detroit-Livonia-Dearborn, MI"
2000-12-31 00:00:00,2058758,"Detroit-Livonia-Dearborn, MI"
2017-12-31 00:00:00,2058549,"Cleveland-Elyria-Mentor, OH"
2018-12-31 00:00:00,2057009,"Cleveland-Elyria-Mentor, OH"
1989-12-31 00:00:00,2055838,"Oakland-Fremont-Hayward, CA"
1992-12-31 00:00:00,2055402,"Seattle-Bellevue-Everett, WA"
2014-12-31 00:00:00,2054263,"Las Vegas-Paradise, NV"
2002-12-31 00:00:00,2054221,"Detroit-Livonia-Dearborn, MI"
2004-12-31 00:00:00,2052776,"Portland-Vancouver-Beaverton, OR-WA"
1972-12-31 00:00:00,2052500,"Minneapolis-St. Paul-Bloomington, MN-WI"
1986-12-31 00:00:00,2051711,"Warren-Farmington Hills-Troy, MI"
2011-12-31 00:00:00,2051169,"Kansas City, MO-KS"
2006-12-31 00:00:00,2050618,"Sacramento--Arden-Arcade--Roseville, CA"
1971-12-31 00:00:00,2050200,"Minneapolis-St. Paul-Bloomington, MN-WI"
2002-12-31 00:00:00,2050030,"Cincinnati-Middletown, OH-KY-IN"
2003-12-31 00:00:00,2046478,"Detroit-Livonia-Dearborn, MI"
2008-12-31 00:00:00,2046083,"Kansas City, MO-KS"
1982-12-31 00:00:00,2045925,"Santa Ana-Anaheim-Irvine, CA"
1973-12-31 00:00:00,2044500,"Atlanta-Sandy Springs-Marietta, GA"
1971-12-31 00:00:00,2044100,"Newark-Union, NJ-PA"
2018-12-31 00:00:00,2042123,"Columbus, OH"
1972-12-31 00:00:00,2040800,"Newark-Union, NJ-PA"
1989-12-31 00:00:00,2039321,"Tampa-St. Petersburg-Clearwater, FL"
2004-12-31 00:00:00,2037048,"Detroit-Livonia-Dearborn, MI"
1996-12-31 00:00:00,2036774,"Edison, NJ"
2001-12-31 00:00:00,2035680,"Cincinnati-Middletown, OH-KY-IN"
2010-12-31 00:00:00,2035334,"Kansas City, MO-KS"
1973-12-31 00:00:00,2035200,"Newark-Union, NJ-PA"
2007-12-31 00:00:00,2034878,"Orlando, FL"
2003-12-31 00:00:00,2034000,"Portland-Vancouver-Beaverton, OR-WA"
2018-12-31 00:00:00,2030772,"Boston-Quincy, MA"
2008-12-31 00:00:00,2030691,"San Antonio, TX"
2005-12-31 00:00:00,2028664,"Sacramento--Arden-Arcade--Roseville, CA"
1994-12-31 00:00:00,2028636,"Miami-Miami Beach-Kendall, FL"
1970-12-31 00:00:00,2026947,"Minneapolis-St. Paul-Bloomington, MN-WI"
1999-12-31 00:00:00,2026607,"Denver-Aurora, CO"
2017-12-31 00:00:00,2026302,"Charlotte-Gastonia-Concord, NC-SC"
2007-12-31 00:00:00,2025493,"Fort Worth-Arlington, TX"
2005-12-31 00:00:00,2025145,"Detroit-Livonia-Dearborn, MI"
1985-12-31 00:00:00,2023195,"Warren-Farmington Hills-Troy, MI"
1974-12-31 00:00:00,2021700,"Newark-Union, NJ-PA"
1999-12-31 00:00:00,2020269,"Newark-Union, NJ-PA"
1970-12-31 00:00:00,2018160,"Newark-Union, NJ-PA"
1983-12-31 00:00:00,2018133,"San Diego-Carlsbad-San Marcos, CA"
2017-12-31 00:00:00,2018024,"Columbus, OH"
2013-12-31 00:00:00,2018003,"Las Vegas-Paradise, NV"
2017-12-31 00:00:00,2017741,"Boston-Quincy, MA"
1980-12-31 00:00:00,2017517,"Dallas-Plano-Irving, TX"
1991-12-31 00:00:00,2016633,"Seattle-Bellevue-Everett, WA"
1980-12-31 00:00:00,2015522,"Warren-Farmington Hills-Troy, MI"
1975-12-31 00:00:00,2015300,"Newark-Union, NJ-PA"
2000-12-31 00:00:00,2014665,"Cincinnati-Middletown, OH-KY-IN"
1986-12-31 00:00:00,2013320,"Phoenix-Mesa-Scottsdale, AZ"
1995-12-31 00:00:00,2012160,"Edison, NJ"
1998-12-31 00:00:00,2011904,"Newark-Union, NJ-PA"
2007-12-31 00:00:00,2011857,"Kansas City, MO-KS"
2002-12-31 00:00:00,2010666,"Portland-Vancouver-Beaverton, OR-WA"
1988-12-31 00:00:00,2010342,"Oakland-Fremont-Hayward, CA"
1976-12-31 00:00:00,2010100,"Newark-Union, NJ-PA"
2006-12-31 00:00:00,2008730,"Detroit-Livonia-Dearborn, MI"
1988-12-31 00:00:00,2005545,"Tampa-St. Petersburg-Clearwater, FL"
1981-12-31 00:00:00,2004806,"Santa Ana-Anaheim-Irvine, CA"
1997-12-31 00:00:00,2004465,"Newark-Union, NJ-PA"
2004-12-31 00:00:00,2004144,"Sacramento--Arden-Arcade--Roseville, CA"
1979-12-31 00:00:00,2003700,"Warren-Farmington Hills-Troy, MI"
2015-12-31 00:00:00,2002591,"Austin-Round Rock, TX"
2016-12-31 00:00:00,2002540,"Boston-Quincy, MA"
1992-12-31 00:00:00,2002357,"Miami-Miami Beach-Kendall, FL"
1984-12-31 00:00:00,2001605,"Warren-Farmington Hills-Troy, MI"
1981-12-31 00:00:00,2000563,"Warren-Farmington Hills-Troy, MI"
2006-12-31 00:00:00,1999994,"Orlando, FL"
2018-12-31 00:00:00,1999107,"San Jose-Sunnyvale-Santa Clara, CA"
1977-12-31 00:00:00,1998800,"Newark-Union, NJ-PA"
1996-12-31 00:00:00,1998390,"Newark-Union, NJ-PA"
1993-12-31 00:00:00,1998388,"Miami-Miami Beach-Kendall, FL"
1978-12-31 00:00:00,1995800,"Newark-Union, NJ-PA"
1986-12-31 00:00:00,1995378,"Riverside-San Bernardino-Ontario, CA"
2017-12-31 00:00:00,1993582,"San Jose-Sunnyvale-Santa Clara, CA"
1979-12-31 00:00:00,1993500,"Newark-Union, NJ-PA"
1999-12-31 00:00:00,1991593,"Cincinnati-Middletown, OH-KY-IN"
1995-12-31 00:00:00,1991578,"Newark-Union, NJ-PA"
1982-12-31 00:00:00,1991099,"Warren-Farmington Hills-Troy, MI"
2012-12-31 00:00:00,1989693,"Las Vegas-Paradise, NV"
2016-12-31 00:00:00,1988816,"San Jose-Sunnyvale-Santa Clara, CA"
2016-12-31 00:00:00,1987568,"Columbus, OH"
1994-12-31 00:00:00,1987099,"Newark-Union, NJ-PA"
2015-12-31 00:00:00,1986895,"Boston-Quincy, MA"
1990-12-31 00:00:00,1986638,"Seattle-Bellevue-Everett, WA"
1994-12-31 00:00:00,1985737,"Edison, NJ"
1983-12-31 00:00:00,1985552,"Warren-Farmington Hills-Troy, MI"
2006-12-31 00:00:00,1984954,"Kansas City, MO-KS"
1980-12-31 00:00:00,1984779,"Newark-Union, NJ-PA"
2007-12-31 00:00:00,1984766,"San Antonio, TX"
1986-12-31 00:00:00,1984504,"Newark-Union, NJ-PA"
2016-12-31 00:00:00,1984269,"Charlotte-Gastonia-Concord, NC-SC"
1987-12-31 00:00:00,1983577,"Newark-Union, NJ-PA"
1985-12-31 00:00:00,1983060,"Newark-Union, NJ-PA"
1998-12-31 00:00:00,1981875,"Denver-Aurora, CO"
2007-12-31 00:00:00,1981238,"Detroit-Livonia-Dearborn, MI"
1993-12-31 00:00:00,1980609,"Newark-Union, NJ-PA"
1981-12-31 00:00:00,1980127,"Newark-Union, NJ-PA"
1984-12-31 00:00:00,1979702,"Newark-Union, NJ-PA"
1988-12-31 00:00:00,1978599,"Newark-Union, NJ-PA"
1998-12-31 00:00:00,1978593,"Cincinnati-Middletown, OH-KY-IN"
1983-12-31 00:00:00,1978385,"Newark-Union, NJ-PA"
1991-12-31 00:00:00,1976618,"Miami-Miami Beach-Kendall, FL"
1972-12-31 00:00:00,1976100,"Atlanta-Sandy Springs-Marietta, GA"
1982-12-31 00:00:00,1975787,"Newark-Union, NJ-PA"
2015-12-31 00:00:00,1975724,"San Jose-Sunnyvale-Santa Clara, CA"
2001-12-31 00:00:00,1975589,"Portland-Vancouver-Beaverton, OR-WA"
2014-12-31 00:00:00,1972803,"Boston-Quincy, MA"
1978-12-31 00:00:00,1972800,"Warren-Farmington Hills-Troy, MI"
1982-12-31 00:00:00,1972354,"San Diego-Carlsbad-San Marcos, CA"
2006-12-31 00:00:00,1970590,"Fort Worth-Arlington, TX"
1989-12-31 00:00:00,1970314,"Newark-Union, NJ-PA"
1992-12-31 00:00:00,1969681,"Newark-Union, NJ-PA"
1987-12-31 00:00:00,1969306,"Oakland-Fremont-Hayward, CA"
1987-12-31 00:00:00,1967197,"Tampa-St. Petersburg-Clearwater, FL"
2003-12-31 00:00:00,1967052,"Sacramento--Arden-Arcade--Roseville, CA"
1997-12-31 00:00:00,1964172,"Cincinnati-Middletown, OH-KY-IN"
2015-12-31 00:00:00,1963089,"Columbus, OH"
2011-12-31 00:00:00,1962010,"Las Vegas-Paradise, NV"
1993-12-31 00:00:00,1961970,"Edison, NJ"
1991-12-31 00:00:00,1961085,"Newark-Union, NJ-PA"
1990-12-31 00:00:00,1960923,"Newark-Union, NJ-PA"
1979-12-31 00:00:00,1960300,"Dallas-Plano-Irving, TX"
2005-12-31 00:00:00,1958504,"Kansas City, MO-KS"
2013-12-31 00:00:00,1953892,"Boston-Quincy, MA"
2010-12-31 00:00:00,1951269,"Las Vegas-Paradise, NV"
2018-12-31 00:00:00,1951260,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL"
2014-12-31 00:00:00,1950851,"San Jose-Sunnyvale-Santa Clara, CA"
2008-12-31 00:00:00,1949024,"Detroit-Livonia-Dearborn, MI"
1996-12-31 00:00:00,1948312,"Cincinnati-Middletown, OH-KY-IN"
1997-12-31 00:00:00,1944082,"Denver-Aurora, CO"
2014-12-31 00:00:00,1943409,"Austin-Round Rock, TX"
1990-12-31 00:00:00,1942794,"Miami-Miami Beach-Kendall, FL"
