Year,Population,Metro Area
2010-12-31 00:00:00,366383,"Fayetteville, NC"
1989-12-31 00:00:00,366328,"Corpus Christi, TX"
1992-12-31 00:00:00,366296,"Salinas, CA"
2009-12-31 00:00:00,366222,"Trenton-Ewing, NJ"
1996-12-31 00:00:00,366208,"Fort Wayne, IN"
1989-12-31 00:00:00,366185,"Shreveport-Bossier City, LA"
2004-12-31 00:00:00,366024,"Peoria, IL"
2008-12-31 00:00:00,365790,"Anchorage, AK"
1999-12-31 00:00:00,365736,"Peoria, IL"
1989-12-31 00:00:00,365695,"Santa Barbara-Santa Maria-Goleta, CA"
2007-12-31 00:00:00,365605,"Montgomery, AL"
2008-12-31 00:00:00,365596,"Montgomery, AL"
1987-12-31 00:00:00,365565,"Beaumont-Port Arthur, TX"
1988-12-31 00:00:00,365499,"McAllen-Edinburg-Pharr, TX"
2010-12-31 00:00:00,365497,"Hickory-Lenoir-Morganton, NC"
1991-12-31 00:00:00,365455,"Beaumont-Port Arthur, TX"
1991-12-31 00:00:00,365455,"Winston-Salem, NC"
2002-12-31 00:00:00,365454,"Peoria, IL"
1994-12-31 00:00:00,365383,"Vallejo-Fairfield, CA"
2009-12-31 00:00:00,365364,"Hickory-Lenoir-Morganton, NC"
2016-12-31 00:00:00,365345,"Naples-Marco Island, FL"
1995-12-31 00:00:00,365253,"Peoria, IL"
2002-12-31 00:00:00,365239,"Reno-Sparks, NV"
1998-12-31 00:00:00,365232,"Peoria, IL"
1976-12-31 00:00:00,365200,"Portland-South Portland-Biddeford, ME"
1996-12-31 00:00:00,365196,"Peoria, IL"
2001-12-31 00:00:00,365146,"Peoria, IL"
2013-12-31 00:00:00,365094,"Savannah, GA"
1997-12-31 00:00:00,365090,"Peoria, IL"
1980-12-31 00:00:00,364980,"Mobile, AL"
2016-12-31 00:00:00,364818,"Hickory-Lenoir-Morganton, NC"
1978-12-31 00:00:00,364800,"Beaumont-Port Arthur, TX"
2003-12-31 00:00:00,364769,"Peoria, IL"
1984-12-31 00:00:00,364735,"Colorado Springs, CO"
1995-12-31 00:00:00,364670,"York-Hanover, PA"
1981-12-31 00:00:00,364582,"Shreveport-Bossier City, LA"
2008-12-31 00:00:00,364571,"Trenton-Ewing, NJ"
2011-12-31 00:00:00,364479,"Hickory-Lenoir-Morganton, NC"
1985-12-31 00:00:00,364457,"Peoria, IL"
2004-12-31 00:00:00,364330,"Brownsville-Harlingen, TX"
1974-12-31 00:00:00,364300,"Madison, WI"
1993-12-31 00:00:00,364279,"Lexington-Fayette, KY"
1995-12-31 00:00:00,364191,"Vallejo-Fairfield, CA"
1993-12-31 00:00:00,364148,"Vallejo-Fairfield, CA"
1993-12-31 00:00:00,364096,"Durham, NC"
1985-12-31 00:00:00,363802,"Lakeland, FL"
1995-12-31 00:00:00,363709,"Fort Wayne, IN"
2012-12-31 00:00:00,363685,"Hickory-Lenoir-Morganton, NC"
1995-12-31 00:00:00,363590,"Rockingham County-Strafford County, NH"
1993-12-31 00:00:00,363513,"Pensacola-Ferry Pass-Brent, FL"
1970-12-31 00:00:00,363448,"Des Moines, IA"
2013-12-31 00:00:00,363417,"Hickory-Lenoir-Morganton, NC"
2007-12-31 00:00:00,363402,"Trenton-Ewing, NJ"
2015-12-31 00:00:00,363367,"Hickory-Lenoir-Morganton, NC"
2008-12-31 00:00:00,363237,"Hickory-Lenoir-Morganton, NC"
2004-12-31 00:00:00,363221,"Huntsville, AL"
2015-12-31 00:00:00,363109,"Ann Arbor, MI"
1977-12-31 00:00:00,363100,"Beaumont-Port Arthur, TX"
2014-12-31 00:00:00,363085,"Hickory-Lenoir-Morganton, NC"
1993-12-31 00:00:00,362913,"Salinas, CA"
1975-12-31 00:00:00,362900,"Raleigh-Cary, NC"
1990-12-31 00:00:00,362886,"Spokane, WA"
2006-12-31 00:00:00,362813,"Trenton-Ewing, NJ"
1975-12-31 00:00:00,362800,"Madison, WI"
1970-12-31 00:00:00,362791,"Peoria, IL"
2006-12-31 00:00:00,362660,"Montgomery, AL"
1973-12-31 00:00:00,362500,"Charleston-North Charleston, SC"
1998-12-31 00:00:00,362477,"Manchester-Nashua, NH"
2003-12-31 00:00:00,362463,"Salem, OR"
1990-12-31 00:00:00,362430,"Winston-Salem, NC"
1980-12-31 00:00:00,362346,"Lancaster, PA"
2010-12-31 00:00:00,362315,"Wilmington, NC"
2004-12-31 00:00:00,362249,"Port St. Lucie-Fort Pierce, FL"
1997-12-31 00:00:00,362245,"Shreveport-Bossier City, LA"
2016-12-31 00:00:00,362078,"Evansville, IN-KY"
2015-12-31 00:00:00,362047,"Eugene-Springfield, OR"
1994-12-31 00:00:00,361919,"Fort Wayne, IN"
1994-12-31 00:00:00,361916,"Peoria, IL"
2005-12-31 00:00:00,361882,"Trenton-Ewing, NJ"
2014-12-31 00:00:00,361826,"Evansville, IN-KY"
2015-12-31 00:00:00,361799,"Evansville, IN-KY"
1993-12-31 00:00:00,361729,"Peoria, IL"
2012-12-31 00:00:00,361723,"Savannah, GA"
1979-12-31 00:00:00,361700,"Mobile, AL"
1992-12-31 00:00:00,361687,"Peoria, IL"
1988-12-31 00:00:00,361654,"Beaumont-Port Arthur, TX"
2017-12-31 00:00:00,361653,"Evansville, IN-KY"
1991-12-31 00:00:00,361559,"Salinas, CA"
1981-12-31 00:00:00,361462,"Stockton, CA"
1996-12-31 00:00:00,361277,"Shreveport-Bossier City, LA"
1990-12-31 00:00:00,361268,"Beaumont-Port Arthur, TX"
2018-12-31 00:00:00,361235,"Evansville, IN-KY"
2004-12-31 00:00:00,361225,"Trenton-Ewing, NJ"
2013-12-31 00:00:00,361214,"Evansville, IN-KY"
1991-12-31 00:00:00,361193,"Peoria, IL"
1995-12-31 00:00:00,361143,"Shreveport-Bossier City, LA"
1991-12-31 00:00:00,360966,"Ogden-Clearfield, UT"
2007-12-31 00:00:00,360908,"Anchorage, AK"
1975-12-31 00:00:00,360900,"Portland-South Portland-Biddeford, ME"
1993-12-31 00:00:00,360571,"Fort Wayne, IN"
2012-12-31 00:00:00,360425,"Evansville, IN-KY"
2009-12-31 00:00:00,360355,"Fayetteville, NC"
1993-12-31 00:00:00,360345,"Boise City-Nampa, ID"
1989-12-31 00:00:00,360338,"Beaumont-Port Arthur, TX"
2007-12-31 00:00:00,360105,"Hickory-Lenoir-Morganton, NC"
1978-12-31 00:00:00,360100,"Mobile, AL"
1994-12-31 00:00:00,360047,"York-Hanover, PA"
2014-12-31 00:00:00,360035,"Ann Arbor, MI"
1999-12-31 00:00:00,360022,"Shreveport-Bossier City, LA"
2009-12-31 00:00:00,360013,"Tallahassee, FL"
1982-12-31 00:00:00,359988,"Corpus Christi, TX"
2018-12-31 00:00:00,359977,"Ocala, FL"
1992-12-31 00:00:00,359849,"Vallejo-Fairfield, CA"
1992-12-31 00:00:00,359812,"Pensacola-Ferry Pass-Brent, FL"
1998-12-31 00:00:00,359802,"Shreveport-Bossier City, LA"
2011-12-31 00:00:00,359727,"Evansville, IN-KY"
2001-12-31 00:00:00,359646,"Fayetteville-Springdale-Rogers, AR-MO"
1987-12-31 00:00:00,359628,"Palm Bay-Melbourne-Titusville, FL"
1989-12-31 00:00:00,359618,"Winston-Salem, NC"
1994-12-31 00:00:00,359580,"Shreveport-Bossier City, LA"
1992-12-31 00:00:00,359365,"Lexington-Fayette, KY"
2006-12-31 00:00:00,359341,"Anchorage, AK"
1993-12-31 00:00:00,359338,"Shreveport-Bossier City, LA"
1979-12-31 00:00:00,359300,"Lancaster, PA"
1970-12-31 00:00:00,359291,"El Paso, TX"
1990-12-31 00:00:00,359221,"Peoria, IL"
1970-12-31 00:00:00,359024,"Albuquerque, NM"
1990-12-31 00:00:00,358961,"Shreveport-Bossier City, LA"
1997-12-31 00:00:00,358888,"Salinas, CA"
1980-12-31 00:00:00,358885,"Shreveport-Bossier City, LA"
2010-12-31 00:00:00,358676,"Evansville, IN-KY"
2003-12-31 00:00:00,358669,"Trenton-Ewing, NJ"
1993-12-31 00:00:00,358666,"Cape Coral-Fort Myers, FL"
1992-12-31 00:00:00,358615,"Fort Wayne, IN"
1971-12-31 00:00:00,358600,"Greenville, SC"
1989-12-31 00:00:00,358597,"Deltona-Daytona Beach-Ormond Beach, FL"
1994-12-31 00:00:00,358555,"Rockingham County-Strafford County, NH"
2006-12-31 00:00:00,358547,"Killeen-Temple-Fort Hood, TX"
1999-12-31 00:00:00,358470,"Visalia-Porterville, CA"
2003-12-31 00:00:00,358448,"Huntsville, AL"
1987-12-31 00:00:00,358307,"McAllen-Edinburg-Pharr, TX"
2002-12-31 00:00:00,358302,"Salem, OR"
1973-12-31 00:00:00,358300,"Jackson, MS"
1999-12-31 00:00:00,358211,"Reading, PA"
1977-12-31 00:00:00,358100,"Augusta-Richmond County, GA-SC"
2014-12-31 00:00:00,358076,"Eugene-Springfield, OR"
1986-12-31 00:00:00,357835,"Peoria, IL"
1992-12-31 00:00:00,357812,"Shreveport-Bossier City, LA"
1988-12-31 00:00:00,357793,"Winston-Salem, NC"
1973-12-31 00:00:00,357700,"Madison, WI"
1997-12-31 00:00:00,357617,"Manchester-Nashua, NH"
1989-12-31 00:00:00,357249,"Peoria, IL"
1976-12-31 00:00:00,357200,"Beaumont-Port Arthur, TX"
1992-12-31 00:00:00,357187,"Durham, NC"
2008-12-31 00:00:00,357171,"Tallahassee, FL"
2003-12-31 00:00:00,357097,"Brownsville-Harlingen, TX"
1990-12-31 00:00:00,356947,"Salinas, CA"
1975-12-31 00:00:00,356900,"Bakersfield, CA"
1991-12-31 00:00:00,356826,"Fort Wayne, IN"
1991-12-31 00:00:00,356747,"Shreveport-Bossier City, LA"
2006-12-31 00:00:00,356726,"Hickory-Lenoir-Morganton, NC"
1974-12-31 00:00:00,356700,"Raleigh-Cary, NC"
1989-12-31 00:00:00,356270,"Spokane, WA"
2005-12-31 00:00:00,356229,"Montgomery, AL"
1987-12-31 00:00:00,356111,"Santa Rosa-Petaluma, CA"
2015-12-31 00:00:00,356107,"Naples-Marco Island, FL"
1974-12-31 00:00:00,356100,"Portland-South Portland-Biddeford, ME"
2002-12-31 00:00:00,356098,"Trenton-Ewing, NJ"
2013-12-31 00:00:00,356015,"Ann Arbor, MI"
1988-12-31 00:00:00,355810,"Santa Barbara-Santa Maria-Goleta, CA"
1998-12-31 00:00:00,355761,"Reading, PA"
1985-12-31 00:00:00,355734,"Spokane, WA"
2011-12-31 00:00:00,355547,"Savannah, GA"
2013-12-31 00:00:00,355506,"Eugene-Springfield, OR"
1971-12-31 00:00:00,355400,"Madison, WI"
1987-12-31 00:00:00,355377,"Winston-Salem, NC"
1993-12-31 00:00:00,355320,"York-Hanover, PA"
2001-12-31 00:00:00,355153,"Reno-Sparks, NV"
2012-12-31 00:00:00,355081,"Eugene-Springfield, OR"
1990-12-31 00:00:00,355024,"Fort Wayne, IN"
1987-12-31 00:00:00,354936,"Peoria, IL"
1972-12-31 00:00:00,354900,"Madison, WI"
1991-12-31 00:00:00,354889,"Vallejo-Fairfield, CA"
1999-12-31 00:00:00,354791,"Provo-Orem, UT"
1986-12-31 00:00:00,354778,"Spokane, WA"
1978-12-31 00:00:00,354700,"Lancaster, PA"
1988-12-31 00:00:00,354697,"Peoria, IL"
1998-12-31 00:00:00,354527,"Visalia-Porterville, CA"
2009-12-31 00:00:00,354525,"Wilmington, NC"
2005-12-31 00:00:00,354424,"Killeen-Temple-Fort Hood, TX"
1984-12-31 00:00:00,354414,"Lakeland, FL"
1979-12-31 00:00:00,354400,"Shreveport-Bossier City, LA"
2008-12-31 00:00:00,354334,"Fayetteville, NC"
1987-12-31 00:00:00,354270,"Spokane, WA"
1993-12-31 00:00:00,354206,"Rockingham County-Strafford County, NH"
1989-12-31 00:00:00,354134,"Fort Wayne, IN"
1972-12-31 00:00:00,354100,"Charleston-North Charleston, SC"
1988-12-31 00:00:00,354092,"Spokane, WA"
2011-12-31 00:00:00,354005,"Eugene-Springfield, OR"
2001-12-31 00:00:00,353965,"Trenton-Ewing, NJ"
1997-12-31 00:00:00,353878,"Reading, PA"
1991-12-31 00:00:00,353771,"Lexington-Fayette, KY"
2009-12-31 00:00:00,353722,"Rockford, IL"
2017-12-31 00:00:00,353717,"Ocala, FL"
2005-12-31 00:00:00,353589,"Hickory-Lenoir-Morganton, NC"
1983-12-31 00:00:00,353551,"Colorado Springs, CO"
2007-12-31 00:00:00,353548,"Tallahassee, FL"
2008-12-31 00:00:00,353381,"Rockford, IL"
1984-12-31 00:00:00,353358,"Spokane, WA"
2004-12-31 00:00:00,353327,"Montgomery, AL"
2002-12-31 00:00:00,353145,"Huntsville, AL"
1990-12-31 00:00:00,353125,"Ogden-Clearfield, UT"
1977-12-31 00:00:00,353100,"Mobile, AL"
1989-12-31 00:00:00,353017,"Modesto, CA"
1988-12-31 00:00:00,352986,"Fort Wayne, IN"
1996-12-31 00:00:00,352947,"Manchester-Nashua, NH"
1992-12-31 00:00:00,352678,"Cape Coral-Fort Myers, FL"
2001-12-31 00:00:00,352544,"Salem, OR"
1976-12-31 00:00:00,352400,"Augusta-Richmond County, GA-SC"
2012-12-31 00:00:00,352262,"Ann Arbor, MI"
1987-12-31 00:00:00,352021,"Santa Barbara-Santa Maria-Goleta, CA"
1996-12-31 00:00:00,351932,"Reading, PA"
2009-12-31 00:00:00,351911,"Evansville, IN-KY"
2005-12-31 00:00:00,351851,"Anchorage, AK"
1991-12-31 00:00:00,351715,"Pensacola-Ferry Pass-Brent, FL"
2003-12-31 00:00:00,351715,"Montgomery, AL"
2010-12-31 00:00:00,351715,"Eugene-Springfield, OR"
1975-12-31 00:00:00,351700,"Beaumont-Port Arthur, TX"
1970-12-31 00:00:00,351667,"Tucson, AZ"
2000-12-31 00:00:00,351561,"Trenton-Ewing, NJ"
1991-12-31 00:00:00,351549,"Durham, NC"
1975-12-31 00:00:00,351300,"Las Vegas-Paradise, NV"
1972-12-31 00:00:00,351200,"Beaumont-Port Arthur, TX"
2009-12-31 00:00:00,351109,"Eugene-Springfield, OR"
1977-12-31 00:00:00,351100,"Lancaster, PA"
1990-12-31 00:00:00,351092,"Rockingham County-Strafford County, NH"
1987-12-31 00:00:00,351063,"Fort Wayne, IN"
2007-12-31 00:00:00,351017,"Fayetteville, NC"
2004-12-31 00:00:00,350876,"Hickory-Lenoir-Morganton, NC"
1972-12-31 00:00:00,350800,"Jackson, MS"
2007-12-31 00:00:00,350765,"Rockford, IL"
1980-12-31 00:00:00,350696,"Sarasota-Bradenton-Venice, FL"
2008-12-31 00:00:00,350614,"Evansville, IN-KY"
2018-12-31 00:00:00,350518,"Fort Collins-Loveland, CO"
1986-12-31 00:00:00,350514,"McAllen-Edinburg-Pharr, TX"
1978-12-31 00:00:00,350500,"Shreveport-Bossier City, LA"
1992-12-31 00:00:00,350452,"York-Hanover, PA"
1986-12-31 00:00:00,350442,"Winston-Salem, NC"
2002-12-31 00:00:00,350374,"Montgomery, AL"
1997-12-31 00:00:00,350192,"Visalia-Porterville, CA"
1995-12-31 00:00:00,350118,"Reading, PA"
2007-12-31 00:00:00,350065,"Evansville, IN-KY"
1989-12-31 00:00:00,349872,"Salinas, CA"
1971-12-31 00:00:00,349800,"Beaumont-Port Arthur, TX"
1990-12-31 00:00:00,349761,"Lexington-Fayette, KY"
1970-12-31 00:00:00,349728,"Madison, WI"
2011-12-31 00:00:00,349676,"Ann Arbor, MI"
1999-12-31 00:00:00,349642,"Springfield, MO"
2000-12-31 00:00:00,349562,"Fayetteville-Springdale-Rogers, AR-MO"
2002-12-31 00:00:00,349544,"Brownsville-Harlingen, TX"
1973-12-31 00:00:00,349500,"Portland-South Portland-Biddeford, ME"
1999-12-31 00:00:00,349446,"Asheville, NC"
1970-12-31 00:00:00,349443,"Greenville, SC"
2010-12-31 00:00:00,349431,"Rockford, IL"
1986-12-31 00:00:00,349183,"Palm Bay-Melbourne-Titusville, FL"
1992-12-31 00:00:00,349088,"Rockingham County-Strafford County, NH"
2004-12-31 00:00:00,349048,"Fayetteville, NC"
1970-12-31 00:00:00,348993,"West Palm Beach-Boca Raton-Boynton Beach, FL"
2003-12-31 00:00:00,348905,"Hickory-Lenoir-Morganton, NC"
1995-12-31 00:00:00,348816,"Manchester-Nashua, NH"
2006-12-31 00:00:00,348728,"Evansville, IN-KY"
1983-12-31 00:00:00,348701,"Spokane, WA"
1989-12-31 00:00:00,348578,"Ogden-Clearfield, UT"
2008-12-31 00:00:00,348425,"Eugene-Springfield, OR"
2004-12-31 00:00:00,348412,"Killeen-Temple-Fort Hood, TX"
1994-12-31 00:00:00,348402,"Reading, PA"
2001-12-31 00:00:00,348352,"Montgomery, AL"
2000-12-31 00:00:00,348222,"Salem, OR"
2002-12-31 00:00:00,348183,"Hickory-Lenoir-Morganton, NC"
1981-12-31 00:00:00,348104,"Corpus Christi, TX"
1985-12-31 00:00:00,348096,"Winston-Salem, NC"
2006-12-31 00:00:00,348072,"Fayetteville, NC"
2008-12-31 00:00:00,348054,"Wilmington, NC"
2001-12-31 00:00:00,347907,"Huntsville, AL"
2007-12-31 00:00:00,347807,"Ann Arbor, MI"
2016-12-31 00:00:00,347767,"Ocala, FL"
2011-12-31 00:00:00,347766,"Rockford, IL"
2005-12-31 00:00:00,347636,"Evansville, IN-KY"
2010-12-31 00:00:00,347611,"Savannah, GA"
1970-12-31 00:00:00,347568,"Beaumont-Port Arthur, TX"
2009-12-31 00:00:00,347563,"Ann Arbor, MI"
1998-12-31 00:00:00,347506,"Provo-Orem, UT"
1982-12-31 00:00:00,347440,"Spokane, WA"
1976-12-31 00:00:00,347400,"Lancaster, PA"
2006-12-31 00:00:00,347359,"Tallahassee, FL"
1980-12-31 00:00:00,347342,"Stockton, CA"
2014-12-31 00:00:00,347326,"Naples-Marco Island, FL"
1977-12-31 00:00:00,347300,"Shreveport-Bossier City, LA"
1996-12-31 00:00:00,347292,"Salinas, CA"
1991-12-31 00:00:00,347231,"Cape Coral-Fort Myers, FL"
1989-12-31 00:00:00,347221,"Rockingham County-Strafford County, NH"
2003-12-31 00:00:00,347111,"Port St. Lucie-Fort Pierce, FL"
2000-12-31 00:00:00,347002,"Montgomery, AL"
1973-12-31 00:00:00,347000,"Raleigh-Cary, NC"
2003-12-31 00:00:00,346913,"Fayetteville, NC"
2001-12-31 00:00:00,346821,"Hickory-Lenoir-Morganton, NC"
1988-12-31 00:00:00,346771,"Deltona-Daytona Beach-Ormond Beach, FL"
2004-12-31 00:00:00,346745,"Evansville, IN-KY"
1981-12-31 00:00:00,346675,"Spokane, WA"
1991-12-31 00:00:00,346609,"Rockingham County-Strafford County, NH"
1996-12-31 00:00:00,346607,"Visalia-Porterville, CA"
1974-12-31 00:00:00,346500,"Beaumont-Port Arthur, TX"
2003-12-31 00:00:00,346490,"Killeen-Temple-Fort Hood, TX"
1990-12-31 00:00:00,346320,"Durham, NC"
1983-12-31 00:00:00,346080,"Lakeland, FL"
2004-12-31 00:00:00,346057,"Anchorage, AK"
2006-12-31 00:00:00,346042,"Ann Arbor, MI"
1980-12-31 00:00:00,345951,"Fort Wayne, IN"
1988-12-31 00:00:00,345947,"Salinas, CA"
1998-12-31 00:00:00,345931,"Asheville, NC"
1973-12-31 00:00:00,345900,"Beaumont-Port Arthur, TX"
1991-12-31 00:00:00,345894,"York-Hanover, PA"
2012-12-31 00:00:00,345862,"Rockford, IL"
1993-12-31 00:00:00,345839,"Reading, PA"
1986-12-31 00:00:00,345651,"Santa Barbara-Santa Maria-Goleta, CA"
1998-12-31 00:00:00,345603,"Springfield, MO"
1979-12-31 00:00:00,345600,"Fort Wayne, IN"
1986-12-31 00:00:00,345561,"Fort Wayne, IN"
1990-12-31 00:00:00,345479,"Pensacola-Ferry Pass-Brent, FL"
2003-12-31 00:00:00,345355,"Evansville, IN-KY"
1994-12-31 00:00:00,345353,"Manchester-Nashua, NH"
1986-12-31 00:00:00,345270,"Santa Rosa-Petaluma, CA"
1992-12-31 00:00:00,345148,"Boise City-Nampa, ID"
1971-12-31 00:00:00,345000,"Charleston-North Charleston, SC"
1976-12-31 00:00:00,344900,"Mobile, AL"
1976-12-31 00:00:00,344900,"Shreveport-Bossier City, LA"
1989-12-31 00:00:00,344891,"Lexington-Fayette, KY"
2005-12-31 00:00:00,344849,"Fayetteville, NC"
2007-12-31 00:00:00,344812,"Eugene-Springfield, OR"
2000-12-31 00:00:00,344808,"Reno-Sparks, NV"
1974-12-31 00:00:00,344800,"Bakersfield, CA"
1975-12-31 00:00:00,344800,"Lancaster, PA"
2010-12-31 00:00:00,344791,"Ann Arbor, MI"
2008-12-31 00:00:00,344767,"Ann Arbor, MI"
2013-12-31 00:00:00,344761,"Rockford, IL"
1995-12-31 00:00:00,344633,"Visalia-Porterville, CA"
1988-12-31 00:00:00,344341,"Ogden-Clearfield, UT"
1972-12-31 00:00:00,344300,"Utica-Rome, NY"
2006-12-31 00:00:00,344269,"Rockford, IL"
2018-12-31 00:00:00,344147,"Myrtle Beach-Conway-North Myrtle Beach, SC"
2017-12-31 00:00:00,343993,"Fort Collins-Loveland, CO"
1971-12-31 00:00:00,343900,"Utica-Rome, NY"
2005-12-31 00:00:00,343858,"Ann Arbor, MI"
2000-12-31 00:00:00,343798,"Huntsville, AL"
2002-12-31 00:00:00,343770,"Evansville, IN-KY"
1978-12-31 00:00:00,343700,"Fort Wayne, IN"
1984-12-31 00:00:00,343540,"Winston-Salem, NC"
1990-12-31 00:00:00,343460,"Vallejo-Fairfield, CA"
1999-12-31 00:00:00,343418,"Huntsville, AL"
1988-12-31 00:00:00,343186,"Lexington-Fayette, KY"
2000-12-31 00:00:00,343120,"Hickory-Lenoir-Morganton, NC"
2009-12-31 00:00:00,343092,"Savannah, GA"
1995-12-31 00:00:00,343082,"Salinas, CA"
1992-12-31 00:00:00,343045,"Reading, PA"
1972-12-31 00:00:00,343000,"Portland-South Portland-Biddeford, ME"
1973-12-31 00:00:00,343000,"Bakersfield, CA"
2000-12-31 00:00:00,342992,"Evansville, IN-KY"
2001-12-31 00:00:00,342977,"Evansville, IN-KY"
1994-12-31 00:00:00,342872,"Salinas, CA"
1994-12-31 00:00:00,342838,"Visalia-Porterville, CA"
1981-12-31 00:00:00,342832,"Fort Wayne, IN"
1987-12-31 00:00:00,342712,"Ogden-Clearfield, UT"
2014-12-31 00:00:00,342515,"Rockford, IL"
1975-12-31 00:00:00,342500,"Augusta-Richmond County, GA-SC"
2002-12-31 00:00:00,342404,"Fayetteville, NC"
2015-12-31 00:00:00,342335,"Ocala, FL"
2001-12-31 00:00:00,342262,"Brownsville-Harlingen, TX"
1993-12-31 00:00:00,341968,"Manchester-Nashua, NH"
1997-12-31 00:00:00,341867,"Asheville, NC"
1980-12-31 00:00:00,341835,"Spokane, WA"
1989-12-31 00:00:00,341654,"Pensacola-Ferry Pass-Brent, FL"
1997-12-31 00:00:00,341523,"Springfield, MO"
2005-12-31 00:00:00,341471,"Tallahassee, FL"
1982-12-31 00:00:00,341418,"Colorado Springs, CO"
1987-12-31 00:00:00,341268,"Salinas, CA"
1985-12-31 00:00:00,341145,"McAllen-Edinburg-Pharr, TX"
1985-12-31 00:00:00,341030,"Fort Wayne, IN"
1971-12-31 00:00:00,341000,"Jackson, MS"
1991-12-31 00:00:00,340950,"Reading, PA"
2015-12-31 00:00:00,340828,"Rockford, IL"
1990-12-31 00:00:00,340743,"York-Hanover, PA"
1982-12-31 00:00:00,340642,"Fort Wayne, IN"
2004-12-31 00:00:00,340622,"Ann Arbor, MI"
1980-12-31 00:00:00,340488,"Corpus Christi, TX"
1970-12-31 00:00:00,340477,"Utica-Rome, NY"
1983-12-31 00:00:00,340451,"Winston-Salem, NC"
2018-12-31 00:00:00,340318,"Kalamazoo-Portage, MI"
1998-12-31 00:00:00,340255,"Huntsville, AL"
1974-12-31 00:00:00,340200,"Lancaster, PA"
2002-12-31 00:00:00,340032,"Killeen-Temple-Fort Hood, TX"
1982-12-31 00:00:00,339930,"Lakeland, FL"
1974-12-31 00:00:00,339800,"Fort Wayne, IN"
1989-12-31 00:00:00,339747,"Durham, NC"
1975-12-31 00:00:00,339700,"Shreveport-Bossier City, LA"
2016-12-31 00:00:00,339648,"Rockford, IL"
1977-12-31 00:00:00,339600,"Fort Wayne, IN"
2007-12-31 00:00:00,339517,"Wilmington, NC"
1975-12-31 00:00:00,339500,"Fort Wayne, IN"
2006-12-31 00:00:00,339280,"Eugene-Springfield, OR"
2003-12-31 00:00:00,339131,"Anchorage, AK"
2013-12-31 00:00:00,339065,"Naples-Marco Island, FL"
1992-12-31 00:00:00,339012,"Manchester-Nashua, NH"
1987-12-31 00:00:00,339008,"Lexington-Fayette, KY"
2016-12-31 00:00:00,338926,"Fort Collins-Loveland, CO"
2005-12-31 00:00:00,338877,"Rockford, IL"
1973-12-31 00:00:00,338800,"Utica-Rome, NY"
1976-12-31 00:00:00,338700,"Fort Wayne, IN"
1988-12-31 00:00:00,338664,"Rockingham County-Strafford County, NH"
1979-12-31 00:00:00,338600,"Sarasota-Bradenton-Venice, FL"
1985-12-31 00:00:00,338569,"Santa Barbara-Santa Maria-Goleta, CA"
1973-12-31 00:00:00,338400,"Fort Wayne, IN"
1979-12-31 00:00:00,338400,"Stockton, CA"
2017-12-31 00:00:00,338347,"Kalamazoo-Portage, MI"
1990-12-31 00:00:00,338271,"Cape Coral-Fort Myers, FL"
2017-12-31 00:00:00,338252,"Rockford, IL"
1983-12-31 00:00:00,338181,"Fort Wayne, IN"
2001-12-31 00:00:00,338125,"Fayetteville, NC"
2014-12-31 00:00:00,338057,"Ocala, FL"
1972-12-31 00:00:00,337800,"Raleigh-Cary, NC"
1982-12-31 00:00:00,337798,"Winston-Salem, NC"
1984-12-31 00:00:00,337671,"Fort Wayne, IN"
2018-12-31 00:00:00,337658,"Rockford, IL"
1996-12-31 00:00:00,337612,"Asheville, NC"
1990-12-31 00:00:00,337482,"Reading, PA"
1993-12-31 00:00:00,337107,"Visalia-Porterville, CA"
2003-12-31 00:00:00,337039,"Ann Arbor, MI"
1985-12-31 00:00:00,336935,"Palm Bay-Melbourne-Titusville, FL"
1974-12-31 00:00:00,336900,"Las Vegas-Paradise, NV"
2000-12-31 00:00:00,336893,"Fayetteville, NC"
1999-12-31 00:00:00,336871,"Evansville, IN-KY"
1996-12-31 00:00:00,336806,"Springfield, MO"
1972-12-31 00:00:00,336800,"Bakersfield, CA"
1973-12-31 00:00:00,336800,"Lancaster, PA"
2004-12-31 00:00:00,336783,"Tallahassee, FL"
1997-12-31 00:00:00,336643,"Provo-Orem, UT"
2016-12-31 00:00:00,336581,"Kalamazoo-Portage, MI"
1990-12-31 00:00:00,336549,"Manchester-Nashua, NH"
2000-12-31 00:00:00,336443,"Brownsville-Harlingen, TX"
1986-12-31 00:00:00,336388,"Ogden-Clearfield, UT"
1971-12-31 00:00:00,336200,"Bakersfield, CA"
1971-12-31 00:00:00,336200,"Portland-South Portland-Biddeford, ME"
1972-12-31 00:00:00,336200,"Fort Wayne, IN"
1989-12-31 00:00:00,336068,"York-Hanover, PA"
1988-12-31 00:00:00,336063,"Modesto, CA"
1970-12-31 00:00:00,336036,"Charleston-North Charleston, SC"
2002-12-31 00:00:00,335953,"Port St. Lucie-Fort Pierce, FL"
1998-12-31 00:00:00,335926,"Evansville, IN-KY"
1991-12-31 00:00:00,335881,"Manchester-Nashua, NH"
1986-12-31 00:00:00,335849,"Salinas, CA"
1997-12-31 00:00:00,335724,"Evansville, IN-KY"
1999-12-31 00:00:00,335470,"Montgomery, AL"
1981-12-31 00:00:00,335368,"Charleston, WV"
1985-12-31 00:00:00,335355,"Santa Rosa-Petaluma, CA"
2005-12-31 00:00:00,335242,"Eugene-Springfield, OR"
1975-12-31 00:00:00,335200,"Mobile, AL"
